gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Ugt1a2	chr1	84648639	84673018	0.225173	4	33.6349	0.955427	2.11654	3
Gal3st2b	chr1	90000737	90519184	-0.275557	2	18.5866	0.787368	10.9496	12
Gal3st2	chr1	90393295	90651430	-0.311641	1	18.0039	0.885812	7.41707	8
Gm18666	chr1	90517861	90535133	-0.372599	1	16.5311	0.782999	3.61119	4
Gm7133	chr1	93647979	93934905	-0.239118	2	17.5176	0.999658	3.8847	4
Cntnap5b	chr1	96207979	97007588	-0.245166	1	18.884	0.25295	9.81042	10
Gm53054	chr1	98868658	99173669	-0.211114	2	19.1194	0.320495	2.97791	3
Rnf152	chr1	101627180	101820660	-0.207758	2	21.5696	0.473929	2.96357	3
Tnfrsf11a	chr1	102131764	103210947	-0.234158	2	21.7764	0.829739	2.93606	3
Serpinb3a	chr1	103439334	103727018	0.266041	3	26.4958	0.95247	6.89401	8
Cdh19	chr1	107083772	107257131	0.307815	3	19.8694	0.684984	2.90068	3
9330185C12Rik	chr1	110104124	110258810	-0.237817	2	20.129	0.693792	2.96788	3
Cntnap5a	chr1	111770140	112812144	-0.280828	2	18.4899	0.970044	9.70925	10
Clasp1	chr1	114382600	114744071	-0.21786	2	20.461	0.258444	2.90023	3
Mgat5	chr1	123018829	123797787	-0.210572	2	23.0918	0.295589	2.98214	3
Cd55b	chr1	126478538	126579147	0.293006	3	33.7241	0.957412	2.96246	4
Cd55	chr1	126478538	126579147	0.293006	3	33.7241	0.957412	2.96246	4
Cntn2	chr1	128187310	129046031	-0.235511	2	23.6033	0.191337	2.98659	3
Zc3h11a	chr1	129713506	130046350	0.4669	4	36.4535	0.756574	2.95585	4
Chit1	chr1	130046375	130459680	-0.294969	2	22.67	0.0990075	2.81718	3
Tmem183a	chr1	130225681	130861367	-0.265569	1	22.842	0.0050763	3.80956	4
Platr22	chr1	132742545	132924686	-0.212125	2	21.4683	0.305022	2.94996	3
Gm5834	chr1	136088168	136250079	0.530841	4	22.5038	0.950103	2.45234	3
Lamc2	chr1	148922133	149235206	0.2551	2	33.4728	0.980987	2.08867	3
Lamc1	chr1	149234317	149337887	0.311603	3	30.5849	0.99317	2.34674	3
Lhx4	chr1	151471352	152007413	-0.315199	2	18.6412	0.980131	2.27642	3
Fam163a	chr1	152006506	152232534	-0.234138	1	21.2115	0.892896	2.88679	3
Soat1	chr1	152326041	153068277	-0.289137	1	20.4309	0.906718	2.67153	3
Brinp2	chr1	154009881	154573481	-0.201669	2	20.9335	0.455393	2.98196	3
Astn1	chr1	154208505	154727577	-0.209281	2	20.434	0.0975501	2.97404	3
Lmx1a	chr1	163369934	163815965	-0.216491	1	21.4977	0.2102	2.96424	3
Fcgr3	chr1	166682002	167123973	-0.28894	2	21.107	0.79089	2.46824	3
Crp	chr1	168097193	168603913	-0.293024	2	19.1884	0.12608	2.79751	3
Gm18445	chr1	169577443	169778409	-0.335107	2	15.518	0.76088	9.12205	11
Ifi203	chr1	169694004	169724360	-0.355852	1	14.9017	0.994076	2.27714	3
Ifi211	chr1	169777774	169862984	-0.280624	1	16.9863	0.950103	2.76362	3
Ifi205	chr1	169777774	169862984	-0.280624	1	16.9863	0.950103	2.76362	3
Rgs7	chr1	171029433	171625602	-0.224588	1	18.9199	0.979881	2.85025	3
Adss	chr1	173414979	173534247	-0.225804	2	20.439	0.559918	3.80975	4
Gm16585	chr1	173414979	173534247	-0.225804	2	20.439	0.559918	3.80975	4
Kif26b	chr1	174159138	175329165	-0.226669	2	20.9918	0.455814	2.89656	3
Tfb2m	chr1	175328474	175455117	-0.203135	1	20.8798	0.924333	2.87503	3
Gm1818	chr1	175328474	175455117	-0.203135	1	20.8798	0.924333	2.87503	3
Cd46	chr1	190656590	190802820	0.276164	3	63.1229	0.602581	3.83428	4
Celf2	chr2	3765079	4956698	0.481771	3	36.9175	0.956873	7.21738	8
Pfkfb3	chr2	8283808	8555649	-0.218924	2	29.0049	0.67902	3.79205	4
Itga8	chr2	9048282	9662049	0.228607	3	34.1633	0.937759	2.70655	3
Armc3	chr2	15890948	16240636	-0.219366	2	29.782	0.368551	2.98022	3
Cel	chr2	25062366	25558314	-0.232366	2	32.0397	0.454591	2.9249	3
Ddx31	chr2	25556772	25752937	-0.204851	2	31.8859	0.987172	2.91897	3
Set	chr2	26748842	27000110	-0.234648	0	33.2039	0.871219	2.12803	3
Nup214	chr2	28605663	28823176	-0.360719	2	27.5097	0.124624	2.90663	4
Fam78a	chr2	28605663	29035814	-0.29296	2	30.3061	0.124624	4.89187	6
Gm16534	chr2	28605663	29035814	-0.29296	2	30.3061	0.124624	4.89187	6
Gm13599	chr2	63546320	63725813	0.215106	2	27.0426	0.711066	3.7151	4
Lrp2	chr2	65709148	66030907	-0.223678	2	29.1681	0.715446	2.89828	3
Chn1	chr2	69677664	70181493	0.212908	2	35.163	0.86861	4.77051	5
2600014E21Rik	chr2	71139997	72187429	0.260529	2	29.3643	0.992967	2.75942	3
Nckap1	chr2	76850269	77074974	-0.255352	1	12.0524	0.889287	3.8877	4
Itgav	chr2	79942763	80333426	-0.266184	1	13.7047	0.22183	3.93006	4
Gm28635	chr2	80834695	81087133	-0.644776	1	16.9729	0.824677	2.67517	3
Btbd18	chr2	80834695	81087133	-0.644776	1	16.9729	0.824677	2.67517	3
P2rx3	chr2	81088848	81346189	-0.212071	2	23.0704	0.4462	2.97317	3
Ptprj	chr2	86717703	87170696	-0.213748	1	19.1946	0.778083	5.48496	6
Gm13767	chr2	86717703	87170696	-0.213748	1	19.1946	0.778083	5.48496	6
Slc39a13	chr2	87266357	87458115	-0.213915	2	22.1789	0.954154	2.88609	3
Api5	chr2	90558886	90865571	-0.255661	2	20.7955	0.650959	2.90277	3
Trim44	chr2	98372865	99059834	0.285977	3	31.3212	6.43847e-06	2.98225	3
4931422A03Rik	chr2	100117427	100283262	-0.242318	1	21.2722	0.253645	2.95117	3
Fbxo3	chr2	100117427	100283262	-0.242318	1	21.2722	0.253645	2.95117	3
Mettl15	chr2	105261613	105469493	0.317394	3	24.7499	0.941033	2.58074	3
Gm15130	chr2	107083543	107367021	0.404293	3	24.875	0.823717	2.81635	3
Gm13930	chr2	107830481	107903329	-0.237656	2	17.7039	0.902218	2.21737	3
Chp1	chr2	115441749	115614669	0.241523	2	30.614	0.934953	2.41274	3
Ganc	chr2	116293303	116552120	0.263208	2	30.6622	0.994214	2.92168	3
Cdan1	chr2	116552130	117421049	-0.760322	1	14.3642	4.0661e-06	2.93216	3
Ttbk2	chr2	116552130	117421049	-0.760322	1	14.3642	4.0661e-06	2.93216	3
Catsper2	chr2	117421345	117455148	-1.06435	1	10.7222	0.000411176	2.76734	3
Pdia3	chr2	117426450	117553725	-0.620745	1	14.8716	1.26771e-10	4.65665	5
Galk2	chr2	121991089	122170563	0.286325	3	25.2914	0.945503	2.82434	3
Slx4ip	chr2	132974775	133309459	0.308014	3	21.4008	0.876861	2.73867	3
Gm14064	chr2	133781658	134072873	0.355049	3	25.5848	0.57468	3.68389	4
Btbd3	chr2	134285846	134779530	0.286042	2	23.8111	0.998618	2.76295	3
Gm14066	chr2	135263848	135794917	0.490716	5	29.4085	0.769426	4.82665	6
Macrod2	chr2	136342224	138428822	0.200455	2	25.7598	0.980131	4.82828	5
Gm14142	chr2	146841985	146946357	-0.251466	2	21.274	0.970469	2.89855	3
Mylk2	chr2	148807289	149391964	-0.230904	2	30.7581	0.818118	2.84633	3
Asxl1	chr2	149391023	149612087	-0.284351	1	27.9868	0.989241	2.5259	3
Rbl1	chr2	153070731	153332527	0.233807	2	42.2101	0.60409	2.75732	3
Mroh8	chr2	153331672	153617454	0.314049	3	49.2342	0.648659	2.63208	3
Dhx35	chr2	154880565	155378280	-0.246706	1	33.0543	0.39543	2.97725	3
Zfp831	chr2	170991454	171439023	-0.245826	1	47.4765	0.0221145	2.98313	3
Cables2	chr2	176802365	177779142	-0.260627	1	47.3824	0.871013	2.84665	3
Gm16685	chr3	4199247	4288759	0.303125	2	34.4756	0.915043	2.79872	3
Gm5843	chr3	11212014	11265602	0.38531	3	29.6695	0.980131	3.47272	4
Sirpb1b	chr3	11824661	12330866	-0.341335	1	22.0601	0.967822	17.2086	21
Dnajc5b	chr3	15898661	16335081	-0.209952	2	29.3808	0.789477	2.83769	3
1700112D23Rik	chr3	24801123	25052984	0.204954	2	36.8116	0.978568	2.81659	3
Egfem1	chr3	25239375	26705701	-0.277615	1	32.6622	5.36513e-05	8.8684	9
Mfsd8	chr3	36559769	36775129	0.270575	2	39.2322	0.964734	5.02139	6
Abhd18	chr3	36732540	37668610	0.206547	3	38.094	0.978819	7.00427	8
4930593A02Rik	chr3	53747261	54498141	-0.253513	2	29.0685	0.176107	2.65752	3
Vmn2r7	chr3	59663947	59754742	0.251223	4	30.2586	0.113608	2.67969	3
Vmn2r4	chr3	59663947	59754742	0.251223	4	30.2586	0.113608	2.67969	3
Vmn2r3	chr3	59663947	59754742	0.251223	4	30.2586	0.113608	2.67969	3
Iqcj	chr3	63030825	63847278	-0.256925	1	29.2755	0.174278	3.88399	4
Iqschfp	chr3	63030825	64172946	-0.223782	1	31.2439	0.174278	5.86602	6
Rapgef2	chr3	74056120	74645921	-0.226853	1	31.1984	0.684984	4.81329	5
Gm42468	chr3	75908187	76240853	0.264548	2	38.2922	0.902218	2.8058	3
Kirrel	chr3	81963445	82174801	0.58743	3	41.6401	0.00266199	3.81212	4
5830417I10Rik	chr3	83505616	83777822	-0.208976	2	21.5996	0.968154	3.61105	6
Pklr	chr3	84006491	84448542	-0.217545	1	24.0829	0.229948	3.93663	4
Gm9774	chr3	87444898	87580062	0.258229	3	24.8138	0.803871	2.82052	3
Gm37245	chr3	88301114	88480873	0.21291	2	28.6166	0.848614	2.7832	3
S100a11	chr3	88497799	88626068	-0.433345	2	18.867	0.81999	2.64206	3
Snx27	chr3	89338897	89682610	-0.424352	2	19.4733	0.264357	2.71091	3
Tuft1	chr3	89555914	89688940	-0.501128	2	16.7955	0.9975	2.64967	3
Gm9207	chr3	91564088	91798972	-0.398089	1	20.0768	0.610966	2.76661	3
Pde4dip	chr3	92558446	93377023	-0.317079	2	21.278	0.506752	4.82897	5
Zfp697	chr3	93453663	93548321	-0.257002	2	20.5346	0.784157	2.67691	3
Hsd3b1	chr3	93945752	94110792	-0.230934	2	20.6694	0.774564	2.9346	3
Gdap2	chr3	95006673	95817099	-0.210619	2	22.0098	0.27046	3.84506	4
Ampd1	chr3	98207855	98345424	-0.271453	1	20.5361	0.875712	2.82159	3
Gm43063	chr3	98207855	98345424	-0.271453	1	20.5361	0.875712	2.82159	3
Capza1	chr3	99938844	99996529	0.227146	4	30.3425	0.934953	2.59309	3
Ddx20	chr3	100467618	101151359	-0.203944	1	22.9303	0.001051	2.96344	3
Henmt1	chr3	103947761	104173093	-0.226667	2	20.098	0.957412	2.80016	3
Plppr5	chr3	112490526	112813879	0.457078	3	28.5263	0.992967	2.60745	3
Alg14	chr3	116116184	116679093	-0.357506	1	26.9038	0.36666	2.96688	3
Ndst4	chr3	120395635	120988860	0.389409	3	33.7028	0.959111	4.43506	5
Alpk1	chr3	122378487	122812540	-0.398302	2	25.1567	0.97782	3.86175	4
Sgms2	chr3	126171924	126669111	-0.215371	3	29.7791	0.960626	2.93719	3
Gm26820	chr3	129178265	129544217	0.248876	2	21.1527	0.829148	3.83559	4
Gm31243	chr3	130534209	130978320	-0.229441	2	20.255	0.621346	3.61028	4
Emcn	chr3	131903577	132088742	0.21143	2	24.0556	0.84223	2.91701	3
Adh4	chr3	133025284	133121008	0.311978	2	29.5768	0.961285	3.72368	4
Gbp2b	chr3	137185592	137289444	-0.240077	1	21.5063	0.486343	2.95799	3
Mcoln2	chr3	140770792	141057681	-0.272015	2	20.9984	0.875395	2.81845	3
Ak5	chr3	147128406	148290320	-0.210666	2	22.7209	0.828419	6.85735	7
Pigk	chr3	147249086	148601464	-0.29121	2	22.7885	0.460121	2.98046	3
St6galnac3	chr3	147474576	148642909	-0.29017	1	22.4553	4.65036e-07	2.97692	3
Acadm	chr3	148291012	148650190	-0.233911	1	22.8408	0.0556165	2.95205	3
Slc44a5	chr3	148658609	149030418	-0.219902	2	21.4971	0.917418	2.95099	3
Lrriq3	chr3	149695245	150313466	-0.225485	2	20.9913	0.133532	2.98447	3
Negr1	chr3	151147749	152121929	-0.232614	1	20.3998	0.0559721	7.88123	8
Depdc1a	chr3	154094688	154208112	0.401955	3	33.9761	0.973828	2.6094	3
Car8	chr4	4469660	4754452	0.30692	2	26.5721	0.975867	3.50072	4
Tmem67	chr4	8080086	8336357	-0.29071	2	18.5875	0.599964	2.80536	3
Cibar1	chr4	8404273	8574571	0.203001	3	23.2199	0.710294	3.7807	4
Gm11823	chr4	10084981	10313478	-0.256779	1	19.0078	0.720205	3.92624	4
Lrrc69	chr4	10786072	11362767	-0.212264	2	20.2038	0.741978	5.8492	6
A530072M11Rik	chr4	12025029	12467424	-0.22494	2	20.4167	0.42246	2.96906	3
Faxc	chr4	17697733	18302283	-0.225323	2	21.4449	0.949691	4.77923	5
Klhl32	chr4	20490016	21393806	0.318193	2	31.9767	0.959351	3.17302	4
Gm12381	chr4	34189673	34612617	-0.22441	2	17.8494	0.613269	2.94418	3
Gm17094	chr4	35115691	35427868	-0.23056	2	19.3623	0.803871	2.96299	3
Vcp	chr4	38681138	39032603	-0.297489	2	20.0093	0.728428	2.79198	3
Unc13b	chr4	38770007	39207579	-0.300787	2	19.1713	0.975867	3.68795	4
Gm12678	chr4	40731857	40887851	-0.413479	1	20.2506	0.693853	2.67596	3
Stra6l	chr4	41197178	42001035	-0.223507	1	23.1686	0.00495915	2.98249	3
Whrn	chr4	59235513	59452612	-0.22414	1	23.7212	0.2375	3.94103	4
Tlr4	chr4	62587404	63094689	-0.216551	2	10.7159	0.247673	2.97322	3
Frmd3	chr4	69577217	69993639	-0.214596	2	21.2194	0.20315	2.9805	3
Nfib	chr4	77710026	78277368	0.218638	2	27.5304	0.98485	2.90437	3
Saxo1	chr4	81749757	82104880	0.301472	2	26.7616	0.954906	4.47563	5
Cyp2j7	chr4	91573654	91674668	0.295161	2	29.633	0.947723	2.366	3
Cyp2j11	chr4	91673745	91780272	0.216307	4	29.5618	0.978357	3.25495	4
Dab1	chr4	98913387	100639618	-0.209703	1	21.9012	0.413982	10.8786	11
Pramel21	chr4	99616059	100330461	-0.237033	2	21.9311	0.298141	2.9725	3
Yipf1	chr4	102513549	102989269	-0.21755	2	24.2532	0.755209	2.9722	3
Zfyve9	chr4	103815505	104120980	0.221381	2	28.3124	0.960045	4.57162	5
Slc5a9	chr4	107103438	107355713	-0.274703	2	18.7599	0.591914	2.71424	3
Trabd2b	chr4	109759297	110335027	-0.239581	2	22.771	0.380563	2.98496	3
Cyp4b1	chr4	111193486	111329921	-0.238051	1	20.934	0.935804	2.82738	3
Cyp4b1-ps1	chr4	111193486	111329921	-0.238051	1	20.934	0.935804	2.82738	3
Prdx1	chr4	112215187	112241616	0.27568	2	36.1641	0.976445	2.68276	3
Gm12828	chr4	112704411	113024500	0.206708	2	36.5733	0.590317	3.81657	4
Pabpc4	chr4	118795404	119013004	-0.230504	2	29.3405	0.907946	2.89105	3
1700057H15Rik	chr4	119763484	120770877	-0.208201	2	29.5423	0.616296	3.86729	4
37834	chr4	122158716	122417924	0.313983	3	37.1992	0.566594	2.87389	3
Zmym4	chr4	122611543	122764728	0.314411	3	36.4279	0.682284	4.83072	5
Csmd2	chr4	123589276	124832964	-0.214166	2	30.7363	0.693792	7.91366	8
Rnf19b	chr4	124926569	125219158	0.236902	3	37.8965	0.93338	2.50866	3
Oprd1	chr4	127950188	128350207	0.259671	3	39.4551	0.97818	2.42036	3
Srsf10	chr4	131827686	132032672	0.266695	3	31.1448	0.617128	2.87797	3
Gm13010	chr4	133491547	134345599	0.210492	3	36.4693	0.816987	4.62563	5
Zfp978	chr4	143025925	143225051	-0.229573	1	23.1116	0.91261	10.4039	14
Mfn2	chr4	144493907	144788431	-0.37318	0	27.6806	0.650959	2.65284	3
Prkcz	chr4	152130539	152650262	0.445933	3	45.5943	0.881506	2.37036	3
Atad3aos	chr4	152649932	152812226	0.203796	4	41.7611	0.968154	2.49194	3
Cdk6	chr5	173571	553913	0.329398	2	43.0029	0.991614	3.9443	5
Ankib1	chr5	553531	659338	0.296427	4	37.512	0.612737	2.80684	3
Gm5106	chr5	5478060	5566875	-0.225063	2	29.6098	0.93338	2.94288	3
Elapor2	chr5	5968175	6392626	-0.230557	1	25.6837	0.530866	3.90718	4
Dnajc2	chr5	18335674	19076401	-0.201609	2	28.5588	0.957412	3.84931	4
Yes1	chr5	29320132	29620661	0.243819	3	35.0741	0.813667	3.76333	4
Afap1	chr5	32324372	33216235	-0.226357	2	32.2508	0.0102657	2.98667	3
Sorcs2	chr5	32794869	33383067	-0.228702	2	32.8843	0.411533	2.9774	3
Crmp1	chr5	33783707	35401185	-0.223232	1	31.9002	0.000221009	2.982	3
Corin	chr5	68650672	69026337	-0.35493	2	19.5791	0.827772	2.80216	3
Slc10a4-ps	chr5	69468705	69480210	-0.5634	1	14.7302	0.98114	2.56552	4
Kit	chr5	72046506	72320409	0.279078	2	29.7969	0.980131	2.77886	3
Tecrl	chr5	79801719	80154116	-0.298495	1	19.1685	0.947723	2.71752	3
Csn1s2b	chr5	84230058	84390257	0.318991	3	29.0621	0.425591	3.4498	4
Cfap299	chr5	95006303	95558890	0.242206	2	30.62	0.714008	3.77075	4
Cds1	chr5	98362307	98853398	0.200063	2	39.735	0.995145	2.92048	3
Gm42933	chr5	98851500	98907298	0.383482	4	40.7941	0.0795166	2.90971	3
C130026L21Rik	chr5	107936794	108911692	-0.411159	1	25.7392	0.0137401	2.82333	3
Myo18b	chr5	109078710	110117072	-0.249136	1	29.3371	0.184351	2.96315	3
Grk3	chr5	109803174	110224088	-0.207116	2	29.918	0.363271	2.95841	3
Sgsm1	chr5	110123964	110291844	-0.246169	2	28.7093	0.925417	2.84633	3
Taok3	chr5	113978674	114428110	-0.270467	1	28.3714	0.24462	2.89564	3
Ksr2	chr5	114445384	115143869	-0.285094	1	28.2206	0.103774	4.90947	5
Nos1	chr5	114656345	115505754	-0.223497	1	30.1714	0.394531	2.95441	3
Gm43069	chr5	117898359	118120894	-0.22977	2	29.1545	0.202884	2.88979	3
Oas1e	chr5	118121377	118258427	-0.208402	1	25.3675	0.875395	6.78191	9
Tmem132b	chr5	123019887	123358900	0.207575	2	34.0242	0.991327	3.81285	4
1700081B01Rik	chr5	123957996	124791125	-0.207603	2	27.738	0.810127	2.94988	3
Tmem132c	chr5	124380544	125202002	-0.214418	2	28.5784	0.753665	5.44081	6
Adgrd1	chr5	126545440	126823414	-0.224419	2	28.4604	0.682443	2.91043	3
Caln1	chr5	127445812	128628881	-0.219864	2	27.3924	0.40406	4.71583	5
Col26a1	chr5	134205658	135095285	-0.254201	1	49.1164	0.0288335	2.97889	3
Zan	chr5	134873983	135512056	-0.237029	2	45.9958	0.486343	3.70713	4
Cyp3a41a	chr5	143357123	143953877	0.395344	3	69.1284	0.872072	15.3378	19
Cyp3a44	chr5	143357123	143669440	0.44853	3	72.4663	0.872072	10.9527	14
Wasf3	chr5	144324838	144518972	-0.226988	2	44.6989	0.682823	2.25867	3
Usp12	chr5	144770724	145107723	-0.272505	1	47.2098	0.583412	2.94068	3
Lnx2	chr5	144860158	145182314	-0.21578	2	49.7258	0.0527492	2.9692	3
Gm20559	chr6	48565	65979	-0.217515	1	28.0489	0.883358	3.58185	5
Samd9l	chr6	105624	119815	-0.455786	1	21.9824	0.89549	3.29602	4
Vps50	chr6	150920	504707	-0.201863	2	29.3248	0.501412	2.97523	3
Thsd7a	chr6	8766434	9492962	0.201606	2	27.5255	0.80534	2.85416	3
Cpa5	chr6	26682287	27200537	0.211338	2	36.3354	0.993242	2.76627	3
Lncpint	chr6	27515108	28377394	-0.33204	1	27.4095	0.61553	2.81373	3
Plxna4	chr6	28493072	29547991	-0.203894	1	32.3476	0.253645	3.96323	4
Gm14546	chr6	30334229	31030388	0.315849	2	35.71	0.489983	3.66969	4
Gm43578	chr6	34528245	35015226	-0.216301	2	30.3926	0.773628	2.68093	3
Gm21827	chr6	39588570	39608177	0.356495	2	31.7002	0.998958	2.77237	3
Cntnap2	chr6	41450164	43963392	0.248548	3	30.946	0.848894	11.5881	13
Vmn1r4	chr6	53033047	53350129	-0.204448	2	34.5995	0.862619	5.73151	6
Snca	chr6	57073130	57375759	-0.257897	2	35.2795	0.985871	3.8258	4
Mageb16	chr6	57073130	57222885	-0.3	2	34.6076	0.985871	2.83275	3
Mageb16-ps2	chr6	57073130	57222885	-0.3	2	34.6076	0.985871	2.83275	3
Ccser1	chr6	57701454	58793635	0.212335	3	41.1102	0.756574	12.4484	13
Igkv1-117	chr6	64348314	64466967	0.244539	1	35.7317	0.956383	4.44267	5
Igkv1-110	chr6	64348314	64466967	0.244539	1	35.7317	0.956383	4.44267	5
Alms1-ps2	chr6	82132042	82211529	-0.206032	1	38.2363	0.995447	4.95118	8
Alms1-ps1	chr6	82132042	82211529	-0.206032	1	38.2363	0.995447	4.95118	8
Chchd6	chr6	85642356	86180518	-0.516052	2	42.4901	0.755218	2.80864	3
Vmn1r41	chr6	86176142	86363750	-0.539171	0	33.1424	0.0546072	3.53161	4
Gm20426	chr6	86558088	86707258	-0.280043	1	38.2986	0.969699	2.63963	3
Nr2c2	chr6	88544063	89206356	0.211035	2	55.666	0.80534	2.9193	3
9530026P05Rik	chr6	89207409	89941572	0.207559	2	57.1282	0.612737	3.93243	4
Gm32592	chr6	94512961	94876588	0.34156	3	56.7028	0.383756	3.65321	4
Gm34933	chr6	103435271	103599070	-0.257717	2	43.7598	0.937429	2.93737	3
Edem1	chr6	104978436	105160202	-0.227211	2	46.8827	0.55937	2.94693	3
Grm7	chr6	106687263	107867142	-0.234749	2	43.1879	0.174131	13.6501	14
Zfp422	chr6	112832740	113158529	-0.266297	1	46.2424	0.833141	2.91203	3
Gm45083	chr6	113557765	113894598	-0.392132	2	42.0666	0.240867	2.94032	3
Il17ra	chr6	116582294	116862752	-0.204707	2	49.4523	0.598945	2.96724	3
Gm10319	chr6	117972236	118463739	-0.210717	2	42.8764	0.831497	8.64657	9
Rimklb	chr6	118465030	118755228	-0.213354	2	47.3167	0.684984	2.95879	3
Mfap5	chr6	118684769	118780399	-0.254566	2	46.1923	0.739416	2.94863	3
4930417O13Rik	chr6	121611455	121964148	0.212315	3	67.0741	0.97952	2.59781	3
Klrb1a	chr6	124963203	125004650	0.204619	2	58.7118	0.936707	2.90915	3
Clec2g	chr6	125379545	125495243	0.261342	3	63.1254	0.993915	3.69825	4
Klrk1	chr6	125885881	126284234	0.424291	2	57.6739	0.938328	2.33045	3
Strap	chr6	134411731	135312925	0.271945	2	50.5641	0.987179	2.84916	3
C2cd5	chr6	139477727	139910713	-0.200992	2	36.6998	0.291038	2.89926	3
Nlrp12	chr7	72546	162293	-0.335843	1	16.4381	0.87238	2.72734	3
Cacng8	chr7	164735	525374	-0.210628	2	20.4843	0.759084	2.96052	3
Tmc4	chr7	380980	587249	-0.38167	2	18.1634	0.39593	2.57894	3
Gm15929	chr7	380980	587249	-0.38167	2	18.1634	0.39593	2.57894	3
Pira12	chr7	586556	758706	-0.701506	1	11.1283	0.83176	2.46056	5
Pira13	chr7	586556	781013	-0.58709	1	12.9014	0.83176	3.41612	6
Pira2-ps1	chr7	586556	628469	-0.582497	1	12.6195	0.83176	1.69007	3
Pirb	chr7	586556	628469	-0.582497	1	12.6195	0.83176	1.69007	3
Gm10693	chr7	586556	781013	-0.58709	1	12.9014	0.83176	3.41612	6
Gm15931	chr7	586556	628469	-0.582497	1	12.6195	0.83176	1.69007	3
Lilra6	chr7	586556	781013	-0.58709	1	12.9014	0.83176	3.41612	6
Nlrp4c	chr7	3063989	3118872	0.486981	1	35.9927	0.960626	1.63433	3
Clcn4	chr7	4271834	4343662	-0.322694	1	16.0538	0.908874	2.63466	3
Sult2a2	chr7	11063295	11171007	-0.230852	2	17.075	0.979013	4.24963	5
Nlrp5-ps	chr7	11673545	12705916	-0.255254	2	17.4536	0.885812	10.7246	14
Crxos	chr7	13036110	13124674	0.56425	3	33.1024	0.979013	3.75737	5
Psg16	chr7	14347141	14396375	0.249874	3	26.4606	0.672988	2.87939	3
Ceacam5	chr7	15070487	15244787	-0.225823	2	17.5493	0.982765	2.54281	3
Nlrp9b	chr7	17489892	17893936	0.273274	2	24.5506	0.907279	3.85694	4
Ceacam1	chr7	23230496	23337282	0.225326	3	26.4236	0.985871	14.932	18
Cyp2b13	chr7	23899151	24033961	-0.31383	1	16.0925	0.985024	4.54428	5
Cyp2a4	chr7	24178342	24201966	-0.237376	3	17.346	0.848894	5.47672	6
Zfp27	chr7	27937277	28006478	0.208479	2	36.1158	0.995969	2.86855	3
Zfp568	chr7	28045121	28632842	0.247721	4	40.5744	0.501412	3.6375	4
Ffar1	chr7	28861948	28993171	-0.264284	2	29.2419	0.36294	2.89027	3
Gm44662	chr7	28926938	29307340	-0.29593	1	27.0829	0.412381	6.29144	8
2610021A01Rik	chr7	40014270	40099530	-0.245092	1	24.9307	0.925717	2.85629	3
Vmn2r-ps54	chr7	40047507	40229251	-0.251842	2	24.3064	0.722438	2.69021	3
Vmn2r-ps56	chr7	40154875	40342018	-0.319251	2	21.3284	0.996532	2.40218	3
Vmn2r58	chr7	40154875	40377499	-0.265217	2	23.8391	0.996532	3.38913	4
Ftl1	chr7	44293782	44391579	0.300159	3	42.3142	0.957412	2.6493	3
