gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Gm15130	chr2	107083543	107367021	0.404293	3	24.875	0.823717	2.81635	3
MGP_FVBNJ_G0026056	chr2	107339782	107409922	0.41675	3	26.2979	0.619142	3.33376	4
Gm13930	chr2	107830481	107903329	-0.237656	2	17.7039	0.902218	2.21737	3
Chp1	chr2	115441749	115614669	0.241523	2	30.614	0.934953	2.41274	3
Ganc	chr2	116293303	116846405	-0.234298	2	22.3664	0.994214	2.97112	3
Cdan1	chr2	116552130	117421049	-0.760322	1	14.3642	4.0661e-06	2.93216	3
Ttbk2	chr2	116552130	117421049	-0.760322	1	14.3642	4.0661e-06	2.93216	3
Catsper2	chr2	117421345	117455148	-1.06435	1	10.7222	0.000411176	2.76734	3
Pdia3	chr2	117426450	117553725	-0.632765	1	14.3425	1.26771e-10	3.66739	4
Galk2	chr2	121991089	122170563	0.286325	3	25.2914	0.945503	2.82434	3
Gm14064	chr2	133781658	134072873	0.355049	3	25.5848	0.57468	3.68389	4
Btbd3	chr2	134285846	134963807	0.278947	2	23.0447	0.998618	2.83704	3
Gm14066	chr2	135263848	135794917	0.490716	5	29.4085	0.769426	4.82665	6
Syndig1	chr2	145657620	145985681	-0.201833	2	20.6139	0.137919	2.94476	3
C530025M09Rik	chr2	145657620	145985681	-0.201833	2	20.6139	0.137919	2.94476	3
Gm14142	chr2	146841985	146946357	-0.251466	2	21.274	0.970469	2.89855	3
Mylk2	chr2	148807289	149391964	-0.230904	2	30.7581	0.818118	2.84633	3
Asxl1	chr2	149391023	149612087	-0.284351	1	27.9868	0.989241	2.5259	3
Rbl1	chr2	153070731	153332527	0.233807	2	42.2101	0.60409	2.75732	3
Mroh8	chr2	153331672	153617454	0.314049	3	49.2342	0.648659	2.63208	3
Cables2	chr2	176802365	177779142	-0.260627	1	47.3824	0.871013	2.84665	3
Gm16685	chr3	4199247	4288759	0.303125	2	34.4756	0.915043	2.79872	3
Gm5843	chr3	11212014	11265602	0.300068	3	28.7344	0.980131	2.5931	3
Sirpb1b	chr3	11824661	12330866	-0.387707	1	21.6198	0.967822	16.4838	20
1700112D23Rik	chr3	24801123	25052984	0.204954	2	36.8116	0.978568	2.81659	3
Egfem1	chr3	25489581	26705701	-0.267714	1	32.6698	0.14961	7.87275	8
Ttc14	chr3	29874881	30150843	-0.241746	2	32.5719	0.94614	2.77629	3
Mfsd8	chr3	36732540	36775129	0.362187	3	40.1915	0.978819	4.03081	5
Gmps	chr3	59386666	59664836	0.415989	3	32.7765	0.751997	3.41094	4
Vmn2r7	chr3	59663947	59754742	0.251223	4	30.2586	0.113608	2.67969	3
Vmn2r4	chr3	59663947	59754742	0.251223	4	30.2586	0.113608	2.67969	3
Vmn2r3	chr3	59663947	59754742	0.251223	4	30.2586	0.113608	2.67969	3
Iqcj	chr3	63030825	64172946	-0.248637	1	30.0836	0.174278	3.87527	4
Iqschfp	chr3	63030825	64172946	-0.248637	1	30.0836	0.174278	3.87527	4
Rapgef2	chr3	74056120	75058820	-0.202086	1	29.2768	0.684984	2.80474	3
Gm42468	chr3	75908187	76240853	0.264548	2	38.2922	0.902218	2.8058	3
5830417I10Rik	chr3	83505616	83777822	-0.208976	2	21.5996	0.968154	3.61105	6
Pklr	chr3	84006491	84448542	-0.217545	1	24.0829	0.229948	3.93663	4
Gm37245	chr3	88301114	88480873	0.21291	2	28.6166	0.848614	2.7832	3
Snx27	chr3	89338897	89682610	-0.424352	2	19.4733	0.264357	2.71091	3
Tuft1	chr3	89555914	89688940	-0.501128	2	16.7955	0.9975	2.64967	3
MGP_FVBNJ_G0037585	chr3	91447420	91564078	0.53052	3	32.232	0.803871	2.20479	3
MGP_FVBNJ_G0037586	chr3	91447420	91564078	0.53052	3	32.232	0.803871	2.20479	3
Pde4dip	chr3	92558446	93377023	-0.317079	2	21.278	0.506752	4.82897	5
Zfp697	chr3	93453663	93548321	-0.257002	2	20.5346	0.784157	2.67691	3
Hsd3b1	chr3	93945752	94110792	-0.230934	2	20.6694	0.774564	2.9346	3
Gdap2	chr3	95006673	95817099	-0.210619	2	22.0098	0.27046	3.84506	4
Ampd1	chr3	98207855	98345424	-0.271453	1	20.5361	0.875712	2.82159	3
Gm43063	chr3	98207855	98345424	-0.271453	1	20.5361	0.875712	2.82159	3
Henmt1	chr3	103947761	104173093	-0.226667	2	20.098	0.957412	2.80016	3
Ndst4	chr3	120395635	120988860	0.389409	3	33.7028	0.959111	4.43506	5
Gm26820	chr3	129178265	129544217	0.248876	2	21.1527	0.829148	3.83559	4
Emcn	chr3	131903577	132088742	0.21143	2	24.0556	0.84223	2.91701	3
Adh4	chr3	133025284	133121008	0.311978	2	29.5768	0.961285	3.72368	4
Gbp2b	chr3	137185592	137289444	-0.240077	1	21.5063	0.486343	2.95799	3
Mcoln2	chr3	140770792	141057681	-0.272015	2	20.9984	0.875395	2.81845	3
Slc44a5	chr3	148658609	149030418	-0.219902	2	21.4971	0.917418	2.95099	3
Lrriq3	chr3	149695245	150313466	-0.225485	2	20.9913	0.133532	2.98447	3
Negr1	chr3	151277035	152121929	-0.222709	2	20.5195	0.893974	6.88824	7
Depdc1a	chr3	154094688	154208112	0.401955	3	33.9761	0.973828	2.6094	3
Car8	chr4	4469660	4754452	0.30692	2	26.5721	0.975867	3.50072	4
Tmem67	chr4	8080086	8336357	-0.29071	2	18.5875	0.599964	2.80536	3
Cibar1	chr4	8404273	8574571	0.203001	3	23.2199	0.710294	3.7807	4
Gm11823	chr4	10084981	10313478	-0.256779	1	19.0078	0.720205	3.92624	4
A530072M11Rik	chr4	12025029	12467424	-0.22494	2	20.4167	0.42246	2.96906	3
Faxc	chr4	17697733	18302283	-0.225323	2	21.4449	0.949691	4.77923	5
Klhl32	chr4	20660301	21393806	0.502587	4	35.8961	0.940737	2.17946	3
Gm12381	chr4	34189673	34612617	-0.22441	2	17.8494	0.613269	2.94418	3
Gm17094	chr4	35115691	35427868	-0.23056	2	19.3623	0.803871	2.96299	3
Gm12678	chr4	40731857	40888274	-0.212894	1	21.6846	0.693853	2.51423	3
Stra6l	chr4	41197178	42001035	-0.223507	1	23.1686	0.00495915	2.98249	3
Whrn	chr4	59235513	59452612	-0.22414	1	23.7212	0.2375	3.94103	4
Csnk2a1-ps4	chr4	70889416	71133523	-0.223507	2	19.4907	0.618308	2.96632	3
MGP_FVBNJ_G0015396	chr4	80947958	81421819	0.42106	2	33.9931	0.834146	3.10299	4
Saxo1	chr4	81749757	82104880	0.301472	2	26.7616	0.954906	4.47563	5
Cyp2j7	chr4	91573654	91674668	0.295161	2	29.633	0.947723	2.366	3
Cyp2j11	chr4	91673745	91780272	0.216307	4	29.5618	0.978357	3.25495	4
Cyp2j8	chr4	91797775	92182882	0.214583	3	29.3276	0.985024	2.73869	3
Dab1	chr4	98913387	100639618	-0.209703	1	21.9012	0.413982	10.8786	11
Pramel21	chr4	99616059	100330461	-0.237033	2	21.9311	0.298141	2.9725	3
Zfyve9	chr4	103815505	104120980	0.221381	2	28.3124	0.960045	4.57162	5
Slc5a9	chr4	107103438	107355713	-0.274703	2	18.7599	0.591914	2.71424	3
Cyp4b1	chr4	111193486	111487058	-0.242117	1	20.9607	0.935804	2.82226	3
Cyp4b1-ps1	chr4	111193486	111487058	-0.242117	1	20.9607	0.935804	2.82226	3
Prdx1	chr4	112215187	112241616	0.27568	2	36.1641	0.976445	2.68276	3
Gm12828	chr4	112704411	113024500	0.206708	2	36.5733	0.590317	3.81657	4
Pabpc4	chr4	118795404	119013004	-0.230504	2	29.3405	0.907946	2.89105	3
Ago3	chr4	122158716	122417924	0.313983	3	37.1992	0.566594	2.87389	3
Zmym4	chr4	122629643	122764728	0.33673	3	36.4822	0.745251	3.84577	4
Oprd1	chr4	127950188	128350207	0.259671	3	39.4551	0.97818	2.42036	3
Zdhhc18	chr4	129522118	129729616	0.236515	2	37.4038	0.9985	2.78779	3
Srsf10	chr4	131827686	132036895	0.423273	3	32.1004	0.617128	2.80581	3
Gm13010	chr4	133491547	134345599	0.210492	3	36.4693	0.816987	4.62563	5
Prkcz	chr4	152130539	152650262	0.445933	3	45.5943	0.881506	2.37036	3
Cdk6	chr5	181370	553913	0.669004	3	52.3291	0.979013	1.99046	3
Elapor2	chr5	5968175	6392626	-0.230557	1	25.6837	0.530866	3.90718	4
Dnajc2	chr5	18335674	19076401	-0.201609	2	28.5588	0.957412	3.84931	4
Yes1	chr5	29320132	29620661	0.243819	3	35.0741	0.813667	3.76333	4
Sorcs2	chr5	32794869	33383067	-0.228702	2	32.8843	0.411533	2.9774	3
Gm43781	chr5	51237529	51666137	-0.205813	2	23.8388	0.75131	2.96933	3
Gm24235	chr5	51237529	51666137	-0.205813	2	23.8388	0.75131	2.96933	3
Corin	chr5	68650672	69026337	-0.35493	2	19.5791	0.827772	2.80216	3
Slc10a4-ps	chr5	69468705	69480210	-0.525268	1	16.067	0.98114	1.91327	3
Kit	chr5	72046506	72320409	0.279078	2	29.7969	0.980131	2.77886	3
Tecrl	chr5	79801719	80154116	-0.298495	1	19.1685	0.947723	2.71752	3
Csn1s2b	chr5	84230058	84390257	0.318991	3	29.0621	0.425591	3.4498	4
1700066N21Rik	chr5	84389940	84471752	-0.597409	1	19.5462	0.95247	2.39371	3
Cds1	chr5	98362307	98853398	0.200063	2	39.735	0.995145	2.92048	3
C130026L21Rik	chr5	107936794	108911692	-0.411159	1	25.7392	0.0137401	2.82333	3
Myo18b	chr5	109078710	110117072	-0.249136	1	29.3371	0.184351	2.96315	3
Grk3	chr5	109803174	110224088	-0.207116	2	29.918	0.363271	2.95841	3
Sgsm1	chr5	110123964	110291844	-0.246169	2	28.7093	0.925417	2.84633	3
Taok3	chr5	113978674	114428110	-0.252398	1	28.5302	0.24462	3.89182	4
Gm43637	chr5	114265532	114428110	-0.246876	1	28.5067	0.0549652	2.90081	3
MGP_FVBNJ_G0036466	chr5	114265532	114428110	-0.246876	1	28.5067	0.0549652	2.90081	3
BC051077	chr5	114445384	114621535	-0.227971	1	28.8677	0.103774	2.97129	3
Gm10399	chr5	114445384	114621535	-0.227971	1	28.8677	0.103774	2.97129	3
Vsig10	chr5	114445384	114621535	-0.227971	1	28.8677	0.103774	2.97129	3
Gm15727	chr5	114445384	114621535	-0.227971	1	28.8677	0.103774	2.97129	3
Wsb2	chr5	114445384	114621535	-0.227971	1	28.8677	0.103774	2.97129	3
Rfc5	chr5	114445384	114621535	-0.227971	1	28.8677	0.103774	2.97129	3
Gm15728	chr5	114445384	114621535	-0.227971	1	28.8677	0.103774	2.97129	3
Ksr2	chr5	114445384	115143869	-0.272564	1	28.2115	0.103774	5.90477	6
Nos1	chr5	114656345	115505754	-0.223497	1	30.1714	0.394531	2.95441	3
Oas1e	chr5	118121377	118258427	-0.208402	1	25.3675	0.875395	6.78191	9
Tmem132b	chr5	123019887	123358900	0.207575	2	34.0242	0.991327	3.81285	4
1700081B01Rik	chr5	123957996	124791125	-0.207603	2	27.738	0.810127	2.94988	3
Tmem132c	chr5	124380544	125202002	-0.214418	2	28.5784	0.753665	5.44081	6
Adgrd1	chr5	126545440	126823414	-0.224419	2	28.4604	0.682443	2.91043	3
Caln1	chr5	127445812	128628881	-0.219864	2	27.3924	0.40406	4.71583	5
Cyp3a41a	chr5	143357123	143953877	0.395344	3	69.1284	0.872072	15.3378	19
Cyp3a44	chr5	143357123	143669440	0.44853	3	72.4663	0.872072	10.9527	14
Wasf3	chr5	144324838	144518972	-0.226988	2	44.6989	0.682823	2.25867	3
Usp12	chr5	144770724	145145922	-0.253604	1	47.7709	0.583412	2.93411	3
Vps50	chr6	150920	504707	-0.201863	2	29.3248	0.501412	2.97523	3
Cpa5	chr6	26682287	27200537	0.211338	2	36.3354	0.993242	2.76627	3
Gm14546	chr6	30334229	31030388	0.476616	2	35.2247	0.489983	4.52345	5
Gm43578	chr6	34528245	35015226	-0.216301	2	30.3926	0.773628	2.68093	3
Gm21827	chr6	39588570	39608177	0.356495	2	31.7002	0.998958	2.77237	3
Cntnap2	chr6	41450164	43963879	0.252934	3	31.662	0.848894	10.5999	12
Vmn1r4	chr6	53273051	53350129	-0.226574	2	32.9254	0.998868	4.73654	5
Abcg2	chr6	54714282	55139916	-0.217227	3	31.4889	0.985024	5.30603	6
Ccser1	chr6	57701454	58793635	0.206574	3	41.1571	0.756574	11.4575	12
Vmn1r41	chr6	86210751	86363750	-0.237254	2	38.9042	0.973775	2.7137	3
Gm20426	chr6	86558088	86707258	-0.280043	1	38.2986	0.969699	2.63963	3
Nr2c2	chr6	88544063	89206356	0.211035	2	55.666	0.80534	2.9193	3
9530026P05Rik	chr6	89207409	89941572	0.207559	2	57.1282	0.612737	3.93243	4
Gm32592	chr6	94512961	94876588	0.34156	3	56.7028	0.383756	3.65321	4
Gm34933	chr6	103435271	103599070	-0.257717	2	43.7598	0.937429	2.93737	3
Edem1	chr6	104978436	105160202	-0.227211	2	46.8827	0.55937	2.94693	3
Grm7	chr6	106687263	107867142	-0.234749	2	43.1879	0.174131	13.6501	14
Zfp422	chr6	112832740	113158529	-0.266297	1	46.2424	0.833141	2.91203	3
Gm45083	chr6	113557765	113899991	-0.344108	2	42.3704	0.240867	2.70378	3
Gm10319	chr6	117972236	118463739	-0.210717	2	42.8764	0.831497	8.64657	9
Rimklb	chr6	118465030	118755228	-0.213354	2	47.3167	0.684984	2.95879	3
Mfap5	chr6	118684769	118780399	-0.254566	2	46.1923	0.739416	2.94863	3
Klrb1a	chr6	124963203	125004650	0.204619	2	58.7118	0.936707	2.90915	3
Clec2g	chr6	125379545	125495243	0.261342	3	63.1254	0.993915	3.69825	4
Strap	chr6	134411731	135312925	0.271945	2	50.5641	0.987179	2.84916	3
Nlrp12	chr7	72546	162293	-0.335843	1	16.4381	0.87238	2.72734	3
Cacng8	chr7	164735	525374	-0.210628	2	20.4843	0.759084	2.96052	3
Pira12	chr7	586556	758706	-0.701506	1	11.1283	0.83176	2.46056	5
Pira13	chr7	586556	781013	-0.58709	1	12.9014	0.83176	3.41612	6
Pira2-ps1	chr7	586556	628469	-0.582497	1	12.6195	0.83176	1.69007	3
Pirb	chr7	586556	628469	-0.582497	1	12.6195	0.83176	1.69007	3
Gm10693	chr7	586556	781013	-0.58709	1	12.9014	0.83176	3.41612	6
Gm15931	chr7	586556	628469	-0.582497	1	12.6195	0.83176	1.69007	3
Lilra6	chr7	586556	781013	-0.58709	1	12.9014	0.83176	3.41612	6
Vmn1r-ps40	chr7	2333986	2394952	0.344962	3	20.3796	0.984536	2.79352	3
Nlrp4c	chr7	3063989	3118872	0.486981	1	35.9927	0.960626	1.63433	3
Clcn4	chr7	4271834	4343662	-0.322694	1	16.0538	0.908874	2.63466	3
Nlrp5-ps	chr7	11673545	12705916	-0.255254	2	17.4536	0.885812	10.7246	14
Crxos	chr7	13036110	13124674	0.56425	3	33.1024	0.979013	3.75737	5
Psg16	chr7	14347141	14396375	0.249874	3	26.4606	0.672988	2.87939	3
Ceacam5	chr7	15070487	15244787	-0.225823	2	17.5493	0.982765	2.54281	3
Nlrp9b	chr7	17506986	17893936	0.312883	3	24.1233	0.379743	2.87229	3
Ceacam1	chr7	23232372	23337282	0.251676	3	27.201	0.59444	13.1117	16
Cyp2b13	chr7	23899151	24033961	-0.327573	1	16.0473	0.985024	3.63903	4
Cyp2a4	chr7	24178342	24201966	-0.237376	3	17.346	0.848894	5.47672	6
Zfp27	chr7	27937277	28006478	0.208479	2	36.1158	0.995969	2.86855	3
Zfp568	chr7	28045121	28685908	0.619584	4	43.3986	0.501412	2.53478	3
Ffar1	chr7	28861948	28993171	-0.264284	2	29.2419	0.36294	2.89027	3
Gm44662	chr7	28926938	29307340	-0.241442	1	28.3378	0.412381	5.43532	7
2610021A01Rik	chr7	40014270	40099530	-0.245092	1	24.9307	0.925717	2.85629	3
Vmn2r-ps54	chr7	40047507	40229251	-0.251842	2	24.3064	0.722438	2.69021	3
Vmn2r-ps56	chr7	40154875	40342018	-0.319251	2	21.3284	0.996532	2.40218	3
Vmn2r58	chr7	40154875	40377499	-0.265217	2	23.8391	0.996532	3.38913	4
Slc17a6	chr7	50599416	50823750	-0.245523	2	26.6648	0.363481	2.92603	3
Luzp2	chr7	53897703	54243691	-0.241112	2	24.6278	0.857188	2.91681	3
Atp10a	chr7	57449085	57700686	-0.289554	2	23.8004	0.0908799	2.8549	3
Trpm1	chr7	62854687	63066317	0.2047	2	35.2053	0.701797	2.81614	3
Cers3	chr7	65240433	65518887	0.223822	2	44.1148	0.981102	2.56299	3
Chd2	chr7	71677387	72190062	0.323353	2	34.2421	0.970469	2.73585	3
Sv2b	chr7	73742093	74048514	-0.410461	2	25.1203	0.992983	2.51878	3
Vmn2r67	chr7	83542791	83822759	-0.561354	2	20.8517	0.956873	3.23975	4
Olfr643	chr7	102445421	102856979	-0.257184	2	27.4567	0.413982	4.91702	5
Trim30d	chr7	102799059	102916487	-0.270492	1	25.5551	0.697958	2.92212	3
Usp17le	chr7	103154324	103369126	-0.220411	3	25.9376	0.984536	5.23892	6
Olfr680-ps1	chr7	103494262	103632354	-0.239305	2	23.6258	0.760306	3.81938	4
Gvin-ps6	chr7	104447684	105086845	-0.511831	1	19.0169	0.830697	8.35981	13
Gvin-ps7	chr7	104447684	105105868	-0.432082	1	21.234	0.830697	9.08275	14
Gvin2	chr7	104888888	105105868	-0.242368	1	26.0781	0.970469	5.42504	7
Iqck	chr7	117413075	118359371	-0.226659	2	31.418	0.803871	4.61144	5
Tbc1d10b	chr7	125575570	126067044	-0.225722	2	33.1926	0.654238	2.94955	3
Tnfrsf22	chr7	142547834	142774313	0.210711	2	38.6241	0.998721	4.06862	5
Ppfia1	chr7	142796271	144163564	-0.204316	1	31.8668	0.000151311	2.90622	3
Mrgprd	chr7	144164101	144302739	-0.561367	1	22.9356	9.4068e-06	2.92976	3
Defb9	chr8	18829353	18843317	-0.377913	1	13.7941	0.996365	2.53734	3
Kcnu1	chr8	22839095	24307266	0.292959	3	29.3519	0.97055	2.60415	3
2810404M03Rik	chr8	38691007	38834886	0.321178	3	27.5387	0.915043	4.32582	5
Gpm6a	chr8	51459990	51610340	0.5245	4	25.9538	0.963204	2.20503	3
Cpe	chr8	60880491	61545879	-0.217496	2	20.3577	0.621346	2.96255	3
Psd3	chr8	64017605	64684515	0.249737	3	24.3169	0.785488	2.86462	3
Myo9b	chr8	67525984	67776365	-0.241699	1	22.4533	0.707145	2.93963	3
Zfp617	chr8	68223672	68261281	0.413506	3	33.569	0.991614	2.44795	3
Gm18180	chr8	68223672	68261281	0.413506	3	33.569	0.991614	2.44795	3
Iqcm	chr8	71780797	72189062	0.362031	3	24.7044	0.702034	3.81858	5
Gm10649	chr8	72752738	73104028	0.357163	2	29.3116	0.98485	2.50192	3
Gab1	chr8	76878764	77315095	0.230895	2	29.7189	0.999681	2.73213	3
A330008L17Rik	chr8	95070476	95921383	0.295952	2	25.7481	0.689556	9.34491	11
Smpd3	chr8	102406771	102631885	0.250226	2	25.1513	0.871013	2.5843	3
Zfhx3	chr8	104271252	105609408	-0.221433	2	21.0974	0.600172	3.95058	4
D030068K23Rik	chr8	105198691	105653166	-0.205976	1	20.5633	0.653727	2.96484	3
St3gal2	chr8	107269213	107332329	-0.326457	2	20.5686	0.899728	2.47527	3
Cdh13	chr8	115436930	116010324	-0.313177	1	19.5454	0.991327	5.66271	6
Slc38a8	chr8	115840884	116438527	-0.229553	2	22.796	0.262001	2.98081	3
Def8	chr8	120150711	120225090	-0.214584	1	22.6568	0.77776	2.90381	3
Taf5l	chr8	120496846	121133854	-0.278388	2	20.6983	0.17539	3.66285	4
