gene	chromosome	start	end	log2	depth	weight	cn	probes	segment_weight	segment_probes
Gm23153	chr1	186228024	186346652	0.930771	43.2054	2.59315	4	3	538.731	553
MGP_FVBNJ_G0007632	chr1	186228024	186346652	0.930771	43.2054	2.59315	4	3	538.731	553
Gm30932	chr1	186347152	186449468	0.930771	40.0257	1.97382	4	2	538.731	553
Rps6kc1	chr1	186449968	186676017	0.930771	44.8437	10.8766	4	11	538.731	553
Angel2	chr1	186676517	186730692	0.930771	47.8304	8.90211	4	9	538.731	553
Vash2	chr1	186699204	186742497	0.930771	45.9584	3.92956	4	4	538.731	553
Gm31373	chr1	186742997	186751106	0.930771	45.4225	1.90249	4	2	538.731	553
Gm37095	chr1	186750901	186752159	0.930771	44.7634	1.87674	4	2	538.731	553
Gm8407	chr1	186751732	186762116	0.930771	44.5016	1.93773	4	2	538.731	553
Flvcr1	chr1	186756154	186793546	0.930771	45.1419	8.82008	4	9	538.731	553
A230020J21Rik	chr1	186756154	186793546	0.930771	45.0979	7.83378	4	8	538.731	553
Spata45	chr1	186787403	186812369	0.930771	47.1567	2.94957	4	3	538.731	553
Tatdn3	chr1	186796513	186824636	0.930771	48.0878	9.75641	4	10	538.731	553
Nsl1	chr1	186812448	186846818	0.930771	45.5096	4.9061	4	5	538.731	553
Gm38188	chr1	186812467	186846818	0.930771	46.0756	2.93583	4	3	538.731	553
Batf3	chr1	186847318	186883134	0.930771	41.9797	5.88072	4	6	538.731	553
Gm38161	chr1	186883634	186914380	0.930771	47.8503	1.91955	4	2	538.731	553
Fam71a	chr1	186914880	186935689	0.930771	48.2863	1.96682	4	2	538.731	553
Atf3	chr1	186922593	186976981	0.930771	47.73	5.85741	4	6	538.731	553
MGP_FVBNJ_G0009319	chr1	186922593	186976981	0.930771	47.699	4.86619	4	5	538.731	553
D730003I15Rik	chr1	186977481	187002225	0.930771	46.9719	2.92574	4	3	538.731	553
Gm37074	chr1	187002725	187021006	0.930771	47.2528	1.95444	4	2	538.731	553
Gm37168	chr1	187021506	187061327	0.930771	48.4607	1.97822	4	2	538.731	553
Nenf	chr1	187061827	187107014	0.930771	45.7566	1.98476	4	2	538.731	553
Pacc1	chr1	187080220	187149177	0.930771	47.4583	1.94842	4	2	538.731	553
Ppp2r5a	chr1	187108263	187160420	0.930771	49.9879	7.60526	4	8	538.731	553
Gm2272	chr1	187159838	187190514	0.930771	51.34	1.92822	4	2	538.731	553
Gm32200	chr1	187191014	187231460	0.930771	45.4086	1.9756	4	2	538.731	553
Gm37688	chr1	187231960	187247868	0.930771	35.501	1.88376	4	2	538.731	553
Gm37432	chr1	187248368	187291759	0.930771	41.7736	1.96283	4	2	538.731	553
9430037O13Rik	chr1	187292259	187331349	0.930771	44.3869	1.85692	4	2	538.731	553
Dtl	chr1	187293731	187380446	0.930771	46.4574	6.91083	4	7	538.731	553
Ints7	chr1	187331463	187352491	0.930771	44.9492	6.94298	4	7	538.731	553
Gm37349	chr1	187331463	187339993	0.930771	44.3141	5.96319	4	6	538.731	553
Lpgat1	chr1	187474442	187548629	0.930771	42.8376	7.47212	4	8	538.731	553
MGP_FVBNJ_G0036978	chr1	187474442	187530367	0.930771	42.9963	5.63592	4	6	538.731	553
Gm26203	chr1	187474442	187548629	0.930771	42.8376	7.47212	4	8	538.731	553
Gm20203	chr1	187549129	187578711	0.930771	50.8811	1.9108	4	2	538.731	553
Gm38037	chr1	187579211	187584709	0.930771	45.5585	3.93723	4	4	538.731	553
Nek2	chr1	187579211	187645391	0.930771	46.2171	5.90715	4	6	538.731	553
1700034H15Rik	chr1	187645891	187731693	0.930771	47.2029	8.8273	4	9	538.731	553
Slc30a1	chr1	187653844	187731693	0.930771	44.8977	4.93499	4	5	538.731	553
Rd3	chr1	187732193	187747962	0.930771	45.8533	5.8653	4	6	538.731	553
Gm26670	chr1	187732193	187747962	0.930771	45.8533	5.8653	4	6	538.731	553
Gm32460	chr1	187747730	187753474	0.930771	47.1438	1.90894	4	2	538.731	553
Traf5	chr1	187752060	187845142	0.930771	46.5342	9.61914	4	10	538.731	553
Mir3473c	chr1	187752060	187766285	0.930771	46.1451	5.74452	4	6	538.731	553
Gm26879	chr1	187752285	187823512	0.930771	46.6415	9.65461	4	10	538.731	553
Rcor3	chr1	187798604	187892726	0.930771	46.2146	17.6814	4	18	538.731	553
Gm37055	chr1	187805264	187858690	0.930771	46.7391	14.7129	4	15	538.731	553
Gm10516	chr1	187805264	187892726	0.930771	46.4246	16.6922	4	17	538.731	553
Kcnh1	chr1	187893226	188467153	0.930771	43.8152	3.97988	4	4	538.731	553
Hhat	chr1	187893226	188516869	0.930771	44.5387	11.8445	4	12	538.731	553
MGP_FVBNJ_G0036980	chr1	188201393	188516869	0.930771	44.7703	9.8585	4	10	538.731	553
Gm38360	chr1	188517369	188529276	0.930771	46.9578	1.93914	4	2	538.731	553
A730013G03Rik	chr1	188529776	188539379	0.930771	50.1049	2.90053	4	3	538.731	553
1700065J18Rik	chr1	188538319	188552401	0.930771	48.8343	2.91878	4	3	538.731	553
Sertad4	chr1	188541132	188584670	0.930771	49.5096	5.853	4	6	538.731	553
Gm15867	chr1	188541132	188584670	0.930771	49.5096	5.853	4	6	538.731	553
Gm2367	chr1	188585170	188730190	0.930771	49.0683	1.93933	4	2	538.731	553
Syt14	chr1	188587832	188735057	0.930771	44.8444	5.81772	4	6	538.731	553
MGP_FVBNJ_G0009320	chr1	188587832	188735057	0.930771	44.8444	5.81772	4	6	538.731	553
Gm31406	chr1	188735557	188747015	0.930771	41.5651	1.95952	4	2	538.731	553
Utp25	chr1	188781686	188845216	0.930771	44.5418	9.78113	4	10	538.731	553
Irf6	chr1	188845716	188868887	0.930771	50.3683	5.89217	4	6	538.731	553
A130010J15Rik	chr1	188845716	188877403	0.930771	50.0439	15.6959	4	16	538.731	553
Traf3ip3	chr1	188860634	188919592	0.930771	49.3738	23.5148	4	24	538.731	553
Gm15872	chr1	188868041	188894210	0.930771	48.9699	9.87309	4	10	538.731	553
4930570N18Rik	chr1	188895743	188933454	0.930771	46.5333	9.90913	4	10	538.731	553
Lamb3	chr1	188895743	189043784	0.930771	45.2146	24.512	4	25	538.731	553
Hsd11b1	chr1	188895743	188966411	0.930771	45.4168	14.7953	4	15	538.731	553
Gm38118	chr1	188900426	188966411	0.930771	44.5741	12.8402	4	13	538.731	553
G0s2	chr1	188900426	188977184	0.930771	44.2463	14.7785	4	15	538.731	553
Gm37691	chr1	188900426	188987515	0.930771	44.5705	16.6982	4	17	538.731	553
Gm37650	chr1	188900426	188998983	0.930771	44.5114	17.6834	4	18	538.731	553
Camk1g	chr1	189044284	189172147	0.930771	44.6548	5.88118	4	6	538.731	553
Gm37942	chr1	189044284	189172147	0.930771	44.6548	5.88118	4	6	538.731	553
Gm38022	chr1	189172647	189193753	-0.954958	10.9562	1.91075	1	2	29.1391	30
Gm38322	chr1	189194253	189207252	-0.954958	12.9936	1.96071	1	2	29.1391	30
Mir205hg	chr1	189207752	189381898	-0.954958	12.2385	2.84069	1	3	29.1391	30
Mir205	chr1	189207752	189381898	-0.954958	12.2385	2.84069	1	3	29.1391	30
Gm21362	chr1	189555751	189769889	-0.954958	9.95222	1.96538	1	2	29.1391	30
4930503O07Rik	chr1	189898916	190065121	-0.954958	11.8762	1.98687	1	2	29.1391	30
Plxna2	chr1	190307164	190507916	-0.954958	12.193	13.6802	1	14	29.1391	30
Gm37783	chr1	190308751	190357500	-0.954958	12.1337	3.9506	1	4	29.1391	30
Gm37674	chr1	190308751	190368806	-0.954958	11.8904	5.90967	1	6	29.1391	30
Gm38036	chr1	190308751	190420776	-0.954958	11.9533	6.90006	1	7	29.1391	30
2900035J10Rik	chr1	190308751	190452009	-0.954958	12.8504	8.84201	1	9	29.1391	30
Gm19777	chr1	190507558	190510054	-0.954958	9.25461	1.77211	1	2	29.1391	30
Mir3962	chr1	190509990	190510054	-0.954958	7.95312	0.837854	1	1	29.1391	30
MGP_FVBNJ_G0009321	chr1	190547342	190646769	1.54723	76.7446	1.89673	6	2	50.1845	53
Cd34	chr1	190623260	190706724	1.54723	72.2743	6.93239	6	7	50.1845	53
Gm16897	chr1	190623260	190681037	1.54723	72.7026	8.9141	6	9	50.1845	53
A330023F24Rik	chr1	190641251	190755551	1.54723	68.1125	13.2639	6	14	50.1845	53
Gm32250	chr1	190661798	190698291	1.54723	73.3808	4.92347	6	5	50.1845	53
Gm37334	chr1	190661798	190698291	1.54723	73.3808	4.92347	6	5	50.1845	53
9630010A21Rik	chr1	190661798	190722101	1.54723	72.0941	6.89502	6	7	50.1845	53
Gm37027	chr1	190661798	190723076	1.54723	72.0347	8.8181	6	9	50.1845	53
Cd46	chr1	190702422	190782005	1.54723	63.0518	10.9914	6	12	50.1845	53
Mir29b-2	chr1	190709293	190722806	1.54723	65.7546	3.72125	6	4	50.1845	53
Mir29c	chr1	190709293	190755551	1.54723	60.728	4.44157	6	5	50.1845	53
Gm37366	chr1	190721997	190766664	1.54723	57.9395	7.29124	6	8	50.1845	53
Gm37132	chr1	190721997	190782005	1.54723	59.9015	8.07764	6	9	50.1845	53
Cr1l	chr1	190782505	190863083	1.54723	71.122	10.6758	6	11	50.1845	53
Cr2	chr1	190822076	190899377	1.54723	74.0782	10.9649	6	12	50.1845	53
Gm37887	chr1	190899877	190922787	1.54723	59.1423	1.96488	6	2	50.1845	53
MGP_FVBNJ_G0009322	chr1	190923287	190982166	1.54723	55.9516	1.82982	6	2	50.1845	53
Gm13466	chr2	42559983	42684956	-0.893881	10.2598	1.95748	1	2	155.798	160
Gm23072	chr2	43057636	43131128	-0.893881	8.18204	1.9066	1	2	155.798	160
Gm13469	chr2	43155858	43168650	-0.893881	13.5279	1.92016	1	2	155.798	160
Gm13470	chr2	43169150	43348359	-0.893881	11.3822	1.98221	1	2	155.798	160
Gm25264	chr2	43348859	43509881	-0.893881	12.261	1.89884	1	2	155.798	160
Gm13481	chr2	44756011	45215024	-0.893881	11.3779	7.56329	1	8	155.798	160
Gm13471	chr2	44756011	44920988	-0.893881	12.1429	2.91637	1	3	155.798	160
Gm13482	chr2	44756011	45073423	-0.893881	11.2033	4.80812	1	5	155.798	160
Gm25338	chr2	44756011	45078076	-0.893881	11.2745	6.57474	1	7	155.798	160
Gm13472	chr2	44756011	45215024	-0.893881	11.3779	7.56329	1	8	155.798	160
Gm13489	chr2	45488421	45580565	-0.893881	12.4724	1.96245	1	2	155.798	160
Acvr2a	chr2	45492927	45586660	-0.893881	11.9314	3.95098	1	4	155.798	160
Orc4	chr2	45492927	45861913	-0.893881	11.4038	22.7612	1	23	155.798	160
Mbd5	chr2	45593844	46001317	-0.893881	11.336	24.6415	1	25	155.798	160
Gm13510	chr2	45628647	45918964	-0.893881	10.9249	10.7744	1	11	155.798	160
Gm13508	chr2	46001817	46075499	-0.893881	12.4388	1.95988	1	2	155.798	160
Gm25215	chr2	46075999	46129895	-0.893881	9.81709	1.83354	1	2	155.798	160
Epc2	chr2	46130395	46304877	-0.893881	11.3089	2.97471	1	3	155.798	160
Kif5c	chr2	46305377	46474488	-0.893881	12.5396	8.86672	1	9	155.798	160
Gm13525	chr2	46305377	46387508	-0.893881	11.8487	2.93967	1	3	155.798	160
Lypd6b	chr2	46474988	46746362	-0.893881	12.2857	6.87618	1	7	155.798	160
Gm13480	chr2	46474988	46527740	-0.893881	11.7256	3.97402	1	4	155.798	160
MGP_FVBNJ_G0009555	chr2	46474988	46746362	-0.893881	12.2857	6.87618	1	7	155.798	160
Lypd6	chr2	46759317	46972782	-0.893881	11.7228	5.96859	1	6	155.798	160
Mmadhc	chr2	46973282	47065569	-0.893881	12.1316	8.91309	1	9	155.798	160
Gm13483	chr2	46990880	47218676	-0.893881	12.5347	3.91361	1	4	155.798	160
Gm13486	chr2	46990934	47218676	-0.893881	12.9739	2.92718	1	3	155.798	160
Gm13488	chr2	47219176	47220484	-0.893881	9.07997	1.8829	1	2	155.798	160
Gm13487	chr2	47219618	47244441	-0.893881	11.1623	1.95178	1	2	155.798	160
Gm13485	chr2	47244941	47296606	-0.893881	11.953	1.96895	1	2	155.798	160
Gm13484	chr2	47353955	47473981	-0.893881	12.9711	1.94526	1	2	155.798	160
Gm13498	chr2	47593595	47801294	-0.893881	11.7431	1.94875	1	2	155.798	160
Rnd3	chr2	47801794	47888087	-0.893881	12.3419	2.97213	1	3	155.798	160
Gm28639	chr2	47888587	47900705	-0.893881	9.83897	1.94134	1	2	155.798	160
Gm13500	chr2	47901205	47964433	-0.893881	12.7721	1.94934	1	2	155.798	160
Gm13497	chr2	47911609	48033756	-0.893881	14.1793	1.899	1	2	155.798	160
Gm13499	chr2	48034256	48095434	-0.893881	12.8785	1.95971	1	2	155.798	160
1700057H21Rik	chr2	48095934	48166957	-0.893881	15.8218	4.48932	1	5	155.798	160
Rpl39-ps	chr2	48095934	48166957	-0.893881	15.8218	4.48932	1	5	155.798	160
Gm23505	chr2	48167457	48216203	-0.893881	9.20541	1.90988	1	2	155.798	160
Gm13494	chr2	48216703	48277483	-0.893881	12.3425	1.91793	1	2	155.798	160
Gm13491	chr2	48277983	48294756	-0.893881	9.4928	1.92569	1	2	155.798	160
Tas2r134	chr2	48295256	48325214	-0.893881	11.8502	1.95347	1	2	155.798	160
Gm13490	chr2	48325714	48483384	-0.893881	14.7844	1.90242	1	2	155.798	160
Gm13492	chr2	48483884	48592262	-0.893881	10.2225	1.95528	1	2	155.798	160
Rbm43	chr2	48592762	48606915	-0.893881	12.1509	6.87648	1	7	155.798	160
Gm13495	chr2	48606378	48639617	-0.893881	11.9988	1.94621	1	2	155.798	160
Nmi	chr2	48614924	48639367	-0.893881	11.7748	5.95102	1	6	155.798	160
Gm13770	chr2	87845254	87875915	0.908231	40.8267	1.93893	4	2	11.7565	12
Ckap5	chr2	87848642	87945159	0.908231	42.4469	10.8113	4	11	11.7565	12
Snord67	chr2	87859393	87945159	0.908231	42.2662	9.81759	4	10	11.7565	12
Gpcpd1	chr2	128597715	128669624	-0.957501	17.4158	10.9245	1	11	69.1316	64
AU019990	chr2	128670124	128738558	-0.957501	10.1945	2.92103	1	3	69.1316	64
Rpl23a-ps4	chr2	128738103	128749679	-0.957501	10.9839	1.90818	1	2	69.1316	64
Gm14099	chr2	128750179	128756034	-0.957501	16.6478	1.87671	1	2	69.1316	64
Gm14098	chr2	128755063	128827833	-0.957501	15.7853	1.91851	1	2	69.1316	64
Shld1	chr2	128763702	128857708	-0.957501	11.067	6.82306	1	7	69.1316	64
Gm14097	chr2	128763702	128793639	-0.957501	10.92	5.83572	1	6	69.1316	64
Gm22245	chr2	128763702	128857708	-0.957501	11.067	6.82306	1	7	69.1316	64
Chgb	chr2	128858208	128887616	-0.957501	13.0606	1.9739	1	2	69.1316	64
Trmt6	chr2	128881199	128920638	-0.957501	13.5429	6.89808	1	7	69.1316	64
Mcm8	chr2	128893109	128922714	-0.957501	12.3357	3.95467	1	4	69.1316	64
Gm14104	chr2	128923214	128942980	-0.957501	12.9236	4.91989	1	5	69.1316	64
Crls1	chr2	128923214	128958011	-0.957501	12.9346	5.91114	1	6	69.1316	64
Lrrn4	chr2	128945397	128974923	-0.957501	12.4533	1.98004	1	2	69.1316	64
Fermt1	chr2	128975423	129027351	-0.957501	12.6593	4.94526	1	5	69.1316	64
Gm14102	chr2	129027851	129049563	-0.957501	11.2832	1.96288	1	2	69.1316	64
Gm14101	chr2	129050063	129079929	-0.957501	9.88628	1.90758	1	2	69.1316	64
Gm25704	chr2	129080429	129118173	-0.957501	10.3955	1.90926	1	2	69.1316	64
Gm14103	chr2	129118673	129266307	-0.957501	11.0078	1.94604	1	2	69.1316	64
Gm14094	chr2	129266807	129310167	-0.957501	17.3209	1.67282	1	2	69.1316	64
Gm27449	chr2	129396301	129496913	-0.957501	10.5322	1.86313	1	2	69.1316	64
A430048G15Rik	chr2	129497413	129533333	-0.957501	9.97269	1.94018	1	2	69.1316	64
Gm14100	chr2	129530666	129618713	-0.957501	11.0957	1.97406	1	2	69.1316	64
Bmp2	chr2	129619213	129631786	-0.957501	8.75371	1.88242	1	2	69.1316	64
Mir3090	chr2	129631699	129652443	-0.957501	8.38768	1.86662	1	2	69.1316	64
MGP_FVBNJ_G0037517	chr2	129652943	129767470	-0.957501	10.8371	1.90276	1	2	69.1316	64
Hao1	chr2	130566518	130652921	-0.815498	11.5576	2.96659	1	3	179.331	184
Tmx4	chr2	130653421	130770971	-0.815498	12.2923	4.95023	1	5	179.331	184
Gm14037	chr2	130771471	130826521	-0.815498	13.7749	1.93622	1	2	179.331	184
Plcb1	chr2	130827021	131623856	-0.815498	11.9832	11.9078	1	12	179.331	184
4930545L23Rik	chr2	130827021	131301998	-0.815498	12.0798	6.96752	1	7	179.331	184
9630028H03Rik	chr2	130827021	131635714	-0.815498	11.7979	12.8942	1	13	179.331	184
Platr3	chr2	131692846	131785075	-0.815498	11.8975	1.94274	1	2	179.331	184
Plcb4	chr2	131703067	132071005	-0.815498	12.5359	22.7003	1	23	179.331	184
Gm14209	chr2	131703067	131728640	-0.815498	11.9296	5.93962	1	6	179.331	184
Gm14211	chr2	131703067	131783653	-0.815498	12.0277	7.92099	1	8	179.331	184
Gm14210	chr2	131703521	131915185	-0.815498	12.4032	11.8667	1	12	179.331	184
Gm26227	chr2	132071505	132096307	-0.815498	12.8247	1.88109	1	2	179.331	184
Lamp5	chr2	132096807	132126006	-0.815498	13.3939	5.86505	1	6	179.331	184
Pak5	chr2	132126506	132444596	-0.815498	12.5652	5.93367	1	6	179.331	184
Gm14218	chr2	132126506	132283813	-0.815498	12.5184	3.9541	1	4	179.331	184
Gm14056	chr2	132445096	132448455	-0.815498	14.1759	1.87504	1	2	179.331	184
Gm14054	chr2	132447751	132537664	-0.815498	11.8831	1.9065	1	2	179.331	184
Ankef1	chr2	132538164	132714523	-0.815498	12.2274	8.86217	1	9	179.331	184
Gm36967	chr2	132715023	132747832	-0.815498	11.6778	1.91961	1	2	179.331	184
Snap25	chr2	132748332	132896690	-0.815498	11.9304	4.72751	1	5	179.331	184
Gm14053	chr2	132748332	132896690	-0.815498	11.9304	4.72751	1	5	179.331	184
Mkks	chr2	132907783	133031880	-0.815498	12.32	4.96396	1	5	179.331	184
Slx4ip	chr2	132907783	133113336	-0.815498	12.4193	9.91123	1	10	179.331	184
Jag1	chr2	133113836	133230942	-0.815498	12.7621	2.96593	1	3	179.331	184
Gm28214	chr2	133231442	133322226	-0.815498	12.0608	1.95707	1	2	179.331	184
Gm14055	chr2	133322726	133384104	-0.815498	11.1296	1.91882	1	2	179.331	184
