gene	chromosome	start	end	log2	depth	weight	cn	probes	segment_weight	segment_probes
Olfr430	chr1	169833861	169846865	-0.222539	22.4662	1.92585	2	2	69.667	74
Olfr429	chr1	169847365	169858511	-0.222539	23.3544	2.888	2	3	69.667	74
Olfr428-ps1	chr1	169858039	169867684	-0.222539	19.6358	1.92733	2	2	69.667	74
Olfr427	chr1	169859802	169890124	-0.222539	24.1466	1.97732	2	2	69.667	74
Olfr231	chr1	169890624	169904110	-0.222539	24.1232	1.88481	2	2	69.667	74
Olfr424	chr1	169904610	169911002	-0.222539	22.5072	1.93094	2	2	69.667	74
Olfr258-ps1	chr1	169910111	169920280	-0.222539	22.7324	1.93363	2	2	69.667	74
Olfr421-ps1	chr1	169919230	169927535	-0.222539	21.3121	1.92228	2	2	69.667	74
Olfr420	chr1	169926489	169937012	-0.222539	25.004	1.92598	2	2	69.667	74
Gm43440	chr1	169935632	170015697	-0.222539	24.0996	1.96252	2	2	69.667	74
Spta1	chr1	169940048	170018226	-0.222539	23.1061	2.95645	2	3	69.667	74
Olfr419	chr1	170017138	170069393	-0.222539	22.9498	1.94237	2	2	69.667	74
Olfr417	chr1	170184424	170191064	-0.222539	21.928	1.93728	2	2	69.667	74
Olfr416-ps1	chr1	170189959	170200476	-0.222539	20.0899	1.94095	2	2	69.667	74
Olfr248	chr1	170199466	170219430	-0.222539	25.3387	1.70678	2	2	69.667	74
Olfr414	chr1	170219930	170237605	-0.222539	21.4522	2.91979	2	3	69.667	74
Olfr220	chr1	170238105	170289758	-0.222539	21.88	2.94738	2	3	69.667	74
Mia3	chr1	179130954	179176366	0.749644	43.405	5.86104	4	6	105.825	107
Gm37339	chr1	179175974	179193130	0.749644	48.0273	1.91612	4	2	105.825	107
Taf1a	chr1	179193630	179218309	0.749644	48.0575	4.89344	4	5	105.825	107
Gm37986	chr1	179217926	179222277	0.749644	54.0321	1.87666	4	2	105.825	107
Hhipl2	chr1	179221663	179312352	0.749644	46.1961	5.86574	4	6	105.825	107
MGP_FVBNJ_G0036651	chr1	179221909	179312352	0.749644	45.5337	4.92917	4	5	105.825	107
Gm33973	chr1	179312852	179421951	0.749644	41.3938	1.95306	4	2	105.825	107
Gm8214	chr1	179422451	179490285	0.749644	44.5146	1.93769	4	2	105.825	107
Gm34068	chr1	179490785	179659299	0.749644	44.4058	1.991	4	2	105.825	107
Gm38332	chr1	179659799	179670886	0.749644	50.1471	1.85597	4	2	105.825	107
Gm38108	chr1	179670060	179756114	0.749644	49.272	1.92762	4	2	105.825	107
Dusp10	chr1	179756614	179960454	0.749644	43.9711	4.91766	4	5	105.825	107
1700056E22Rik	chr1	179756614	179823869	0.749644	44.0303	3.92257	4	4	105.825	107
Gm37223	chr1	180097040	180182441	0.749644	39.0265	7.85153	4	8	105.825	107
Gm37712	chr1	180097040	180134712	0.749644	38.9257	6.85869	4	7	105.825	107
2900092O11Rik	chr1	180182941	180267108	0.749644	43.7342	1.90726	4	2	105.825	107
1700112H15Rik	chr1	180267608	180319047	0.749644	41.0765	1.97846	4	2	105.825	107
Gm23349	chr1	180319547	180346910	0.749644	42.2696	1.74704	4	2	105.825	107
Gm37800	chr1	180347410	180370803	0.749644	45.2369	3.8164	4	4	105.825	107
Rpl21-ps1	chr1	180347410	180370803	0.749644	45.2369	3.8164	4	4	105.825	107
4930488B22Rik	chr1	180450389	180470423	0.749644	40.7049	1.95726	4	2	105.825	107
Hlx	chr1	180465014	180477829	0.749644	38.181	2.87666	4	3	105.825	107
Gm34342	chr1	180475051	180524953	0.749644	36.9601	1.92536	4	2	105.825	107
Mtarc1	chr1	180525453	180583478	0.749644	44.5858	2.97928	4	3	105.825	107
Mtarc2	chr1	180551440	180595399	0.749644	47.0773	11.6279	4	12	105.825	107
Mir1981	chr1	180551440	180583168	0.749644	47.4065	9.64727	4	10	105.825	107
MGP_FVBNJ_G0009317	chr1	180595899	180610005	0.749644	44.9498	1.92085	4	2	105.825	107
C130074G19Rik	chr1	180610505	180635017	0.749644	44.4628	1.97888	4	2	105.825	107
Mark1	chr1	180635517	180819568	0.749644	49.6832	3.70969	4	4	105.825	107
Gm38251	chr1	180635517	180819568	0.749644	49.6832	3.70969	4	4	105.825	107
4930433J02Rik	chr1	180820068	180833526	0.749644	44.7728	1.97428	4	2	105.825	107
Gm37662	chr1	180825977	180932742	0.749644	44.9574	1.98037	4	2	105.825	107
Rab3gap2	chr1	180933242	181060544	0.749644	46.0957	13.5987	4	14	105.825	107
MGP_FVBNJ_G0038221	chr1	180933242	180976695	0.749644	48.4623	6.6998	4	7	105.825	107
Mir664	chr1	180933242	180976695	0.749644	48.4623	6.6998	4	7	105.825	107
Gm34882	chr1	180933242	180992178	0.749644	48.1281	7.68444	4	8	105.825	107
Iars2	chr1	180933242	181063016	0.749644	47.0162	18.3211	4	19	105.825	107
2010103J01Rik	chr1	181017327	181060544	0.749644	47.7169	7.70809	4	8	105.825	107
Mir194-1	chr1	181017327	181044833	0.749644	48.1534	6.71816	4	7	105.825	107
Mir215	chr1	181017327	181060544	0.749644	47.7169	7.70809	4	8	105.825	107
Gm37785	chr1	181060598	181093263	0.749644	45.1184	1.97181	4	2	105.825	107
Bpnt1	chr1	181063307	181094517	0.749644	43.4873	5.92988	4	6	105.825	107
4930532G15Rik	chr1	181095017	181100578	0.749644	43.4053	0.983111	4	1	105.825	107
Eprs	chr1	181100753	181165776	0.870842	47.1715	11.8792	4	12	43.6911	45
9630028B13Rik	chr1	181166276	181192208	0.870842	47.4204	1.98132	4	2	43.6911	45
Gm2061	chr1	181183758	181223565	0.870842	47.1278	2.97234	4	3	43.6911	45
Slc30a10	chr1	181183758	181223565	0.870842	47.1278	2.97234	4	3	43.6911	45
5033404E19Rik	chr1	181224065	181432157	0.870842	48.7881	2.93484	4	3	43.6911	45
Gm38093	chr1	181474488	181651505	0.870842	49.6586	1.97799	4	2	43.6911	45
Lyplal1	chr1	181815785	181844148	0.870842	44.7503	3.90516	4	4	43.6911	45
Gm38268	chr1	181815785	181844148	0.870842	44.7503	3.90516	4	4	43.6911	45
MGP_FVBNJ_G0036289	chr1	181844648	181898479	0.870842	44.6913	1.58534	4	2	43.6911	45
Gm37134	chr1	181898979	182075621	0.870842	41.6784	2.92464	4	3	43.6911	45
Gm37272	chr1	181898979	182075621	0.870842	41.6784	2.92464	4	3	43.6911	45
Gm37491	chr1	182076121	182237913	0.870842	45.2068	1.96369	4	2	43.6911	45
A730004F24Rik	chr1	182238413	182318000	0.870842	52.5507	2.77935	4	3	43.6911	45
Tgfb2	chr1	182352466	182420535	0.870842	47.0646	6.85584	4	7	43.6911	45
Gm26169	chr1	182352466	182420535	0.870842	47.0646	6.85584	4	7	43.6911	45
Gm29491	chr1	182352466	182379620	0.870842	45.0705	2.97046	4	3	43.6911	45
Tgfb2	chr1	182352466	182445381	0.766492	44.1623	4.90015	4	5	388.585	398
Gm26169	chr1	182352466	182437910	0.766492	45.5302	1.98065	4	2	388.585	398
Gm29491	chr1	182352466	182445381	0.766492	44.1623	4.90015	4	5	388.585	398
Gm37849	chr1	182443502	182472281	0.766492	43.2393	1.9702	4	2	388.585	398
Rrp15	chr1	182453227	182475837	0.766492	43.0772	2.96853	4	3	388.585	398
A430105J06Rik	chr1	182472318	182645607	0.766492	43.2371	1.97637	4	2	388.585	398
1700023G09Rik	chr1	182646107	182683202	0.766492	43.184	2.95586	4	3	388.585	398
Gm37912	chr1	182683702	182725521	0.766492	41.9304	2.931	4	3	388.585	398
D1Pas1	chr1	182683702	182725521	0.766492	41.9304	2.931	4	3	388.585	398
Gm19058	chr1	182726021	182764132	0.766492	44.7671	1.94358	4	2	388.585	398
Spata17	chr1	182764632	182943401	0.766492	43.2142	15.7438	4	16	388.585	398
Gm15508	chr1	182764632	182796101	0.766492	41.2878	3.90803	4	4	388.585	398
Gm43497	chr1	182764632	182803058	0.766492	42.758	4.88505	4	5	388.585	398
Gm43496	chr1	182764632	182823717	0.766492	42.9777	5.86253	4	6	388.585	398
Gm15509	chr1	182764632	182839512	0.766492	43.0251	9.80737	4	10	388.585	398
1700007P06Rik	chr1	182764632	182855105	0.766492	42.9087	10.7967	4	11	388.585	398
Gpatch2	chr1	182922779	183105895	0.766492	42.2857	11.7856	4	12	388.585	398
Gm37254	chr1	182922782	183052864	0.766492	43.4803	8.94931	4	9	388.585	398
Gm38155	chr1	182922782	183105895	0.766492	42.1841	10.7923	4	11	388.585	398
Gm37896	chr1	183160864	183332040	0.766492	40.4147	1.97856	4	2	388.585	398
Esrrg	chr1	183332540	183980651	0.766492	42.2812	13.7802	4	14	388.585	398
Gm36388	chr1	183332540	183387476	0.766492	42.3094	4.93594	4	5	388.585	398
Gm37929	chr1	183332540	183559557	0.766492	42.222	6.85298	4	7	388.585	398
9330162B11Rik	chr1	183332540	183893863	0.766492	42.2278	11.809	4	12	388.585	398
Gm38315	chr1	183332778	183980651	0.766492	42.2695	12.7904	4	13	388.585	398
Gm38064	chr1	183981151	184090136	0.766492	39.352	1.95502	4	2	388.585	398
Ush2a	chr1	183996998	184728123	0.766492	42.7836	8.81551	4	9	388.585	398
Gm25095	chr1	183998009	184484715	0.766492	43.1248	3.8901	4	4	388.585	398
Gm25269	chr1	183998009	184403559	0.766492	41.8656	1.99535	4	2	388.585	398
Kctd3	chr1	184691234	184785240	0.766492	46.9173	10.7482	4	11	388.585	398
Gm37178	chr1	184785740	184799171	0.766492	47.3368	1.96278	4	2	388.585	398
Kcnk2	chr1	184929503	185168113	0.766492	44.314	11.7771	4	12	388.585	398
2900042K21Rik	chr1	184929503	185066158	0.766492	43.0918	7.86598	4	8	388.585	398
A430027H14Rik	chr1	184929508	185168113	0.766492	44.4703	10.7878	4	11	388.585	398
Gm38122	chr1	185364882	185414254	0.766492	42.6524	1.96356	4	2	388.585	398
Cenpf	chr1	185366138	185457894	0.766492	47.38	8.80125	4	9	388.585	398
Gm37239	chr1	185366138	185414254	0.766492	48.1007	7.80888	4	8	388.585	398
Ptpn14	chr1	185458394	185612306	0.766492	56.6375	8.20638	4	11	388.585	398
Gm30280	chr1	185458394	185568815	0.766492	64.0303	4.28036	4	7	388.585	398
Gm26574	chr1	185458394	185584678	0.766492	61.2552	5.26806	4	8	388.585	398
Gm37422	chr1	185612806	185655830	0.766492	48.5325	4.9444	4	5	388.585	398
Smyd2	chr1	185612806	185855713	0.766492	47.5978	6.92166	4	7	388.585	398
Gm38245	chr1	185613308	185855713	0.766492	47.3959	5.93522	4	6	388.585	398
Prox1	chr1	185856213	186147327	0.766492	42.8767	5.88248	4	6	388.585	398
Gm28172	chr1	185856213	185959777	0.766492	42.8903	4.88551	4	5	388.585	398
Prox1os	chr1	185856213	186147327	0.766492	42.8767	5.88248	4	6	388.585	398
Gm29678	chr1	186147827	186189637	0.766492	40.2477	1.95961	4	2	388.585	398
Gm30725	chr1	186164371	186227524	0.766492	40.8325	1.98031	4	2	388.585	398
Gm23153	chr1	186228024	186346652	0.766492	46.0474	2.59801	4	3	388.585	398
MGP_FVBNJ_G0007632	chr1	186228024	186346652	0.766492	46.0474	2.59801	4	3	388.585	398
Gm30932	chr1	186347152	186449468	0.766492	42.5298	1.97468	4	2	388.585	398
Rps6kc1	chr1	186449968	186676017	0.766492	44.3557	10.8805	4	11	388.585	398
Angel2	chr1	186676517	186730692	0.766492	44.0382	8.90453	4	9	388.585	398
Vash2	chr1	186699204	186742497	0.766492	46.7974	3.93189	4	4	388.585	398
Gm31373	chr1	186742997	186751106	0.766492	42.8672	1.90494	4	2	388.585	398
Gm37095	chr1	186750901	186752159	0.766492	43.1524	1.87988	4	2	388.585	398
Gm8407	chr1	186751732	186762116	0.766492	46.3521	1.93936	4	2	388.585	398
Flvcr1	chr1	186756154	186793546	0.766492	47.1715	8.8243	4	9	388.585	398
A230020J21Rik	chr1	186756154	186793546	0.766492	47.2984	7.83765	4	8	388.585	398
Spata45	chr1	186787403	186812369	0.766492	46.8143	2.95047	4	3	388.585	398
Tatdn3	chr1	186796513	186824636	0.766492	49.1258	9.75993	4	10	388.585	398
Nsl1	chr1	186812448	186846818	0.766492	46.8278	4.90899	4	5	388.585	398
Gm38188	chr1	186812467	186846818	0.766492	46.9741	2.93824	4	3	388.585	398
Batf3	chr1	186847318	186883134	0.766492	43.4091	5.88319	4	6	388.585	398
Gm38161	chr1	186883634	186914380	0.766492	49.3365	1.92133	4	2	388.585	398
Fam71a	chr1	186914880	186935689	0.766492	49.2403	1.96761	4	2	388.585	398
Atf3	chr1	186922593	186976981	0.766492	46.8602	5.86325	4	6	388.585	398
MGP_FVBNJ_G0009319	chr1	186922593	186976981	0.766492	46.3079	4.8718	4	5	388.585	398
D730003I15Rik	chr1	186977481	187002225	0.766492	53.2245	2.92831	4	3	388.585	398
Gm37074	chr1	187002725	187021006	0.766492	47.3871	1.95649	4	2	388.585	398
Gm37168	chr1	187021506	187061327	0.766492	47.6216	1.97978	4	2	388.585	398
Nenf	chr1	187061827	187107014	0.766492	45.9892	1.98518	4	2	388.585	398
Pacc1	chr1	187080220	187149177	0.766492	48.1127	1.94871	4	2	388.585	398
Ppp2r5a	chr1	187108263	187160420	0.766492	48.8679	7.60843	4	8	388.585	398
Gm2272	chr1	187159838	187190514	0.766492	45.2646	1.93037	4	2	388.585	398
Gm32200	chr1	187191014	187231460	0.766492	45.5492	1.97747	4	2	388.585	398
Gm37688	chr1	187231960	187247868	0.766492	37.1393	1.88611	4	2	388.585	398
Gm37432	chr1	187248368	187291759	0.766492	42.7819	1.96421	4	2	388.585	398
9430037O13Rik	chr1	187292259	187331349	0.766492	44.9	1.85789	4	2	388.585	398
Dtl	chr1	187293731	187380446	0.766492	44.8269	6.91213	4	7	388.585	398
Ints7	chr1	187331463	187352491	0.766492	46.2107	6.94556	4	7	388.585	398
Gm37349	chr1	187331463	187339993	0.766492	45.7066	5.96413	4	6	388.585	398
Lpgat1	chr1	187474442	187548629	0.766492	45.1318	7.48128	4	8	388.585	398
MGP_FVBNJ_G0036978	chr1	187474442	187530367	0.766492	43.5157	5.64121	4	6	388.585	398
Gm26203	chr1	187474442	187548629	0.766492	45.1318	7.48128	4	8	388.585	398
Gm20203	chr1	187549129	187578711	0.766492	46.3864	1.91332	4	2	388.585	398
Gm38037	chr1	187579211	187584709	0.766492	44.5993	3.93889	4	4	388.585	398
Nek2	chr1	187579211	187645391	0.766492	45.3994	5.91007	4	6	388.585	398
1700034H15Rik	chr1	187645891	187731693	0.766492	47.4382	8.83052	4	9	388.585	398
Slc30a1	chr1	187653844	187731693	0.766492	45.272	4.93718	4	5	388.585	398
Rd3	chr1	187732193	187747962	0.766492	46.4299	5.8689	4	6	388.585	398
Gm26670	chr1	187732193	187747962	0.766492	46.4299	5.8689	4	6	388.585	398
Gm32460	chr1	187747730	187753474	0.766492	47.6396	1.91139	4	2	388.585	398
Traf5	chr1	187752060	187845142	0.766492	47.7232	9.62588	4	10	388.585	398
Mir3473c	chr1	187752060	187766285	0.766492	48.0976	5.74936	4	6	388.585	398
Gm26879	chr1	187752285	187823512	0.766492	46.6871	9.66044	4	10	388.585	398
Rcor3	chr1	187798604	187892726	0.766492	44.4054	17.6896	4	18	388.585	398
Gm37055	chr1	187805264	187858690	0.766492	44.7205	14.7196	4	15	388.585	398
Gm10516	chr1	187805264	187892726	0.766492	44.5461	16.7001	4	17	388.585	398
Kcnh1	chr1	187893226	188467153	0.766492	44.0496	3.98013	4	4	388.585	398
Hhat	chr1	187893226	188516869	0.766492	44.6896	11.8495	4	12	388.585	398
MGP_FVBNJ_G0036980	chr1	188201393	188516869	0.766492	44.9107	9.86335	4	10	388.585	398
Gm38360	chr1	188517369	188529276	0.766492	49.8558	1.9421	4	2	388.585	398
A730013G03Rik	chr1	188529776	188539379	0.766492	48.6791	2.90259	4	3	388.585	398
1700065J18Rik	chr1	188538319	188552401	0.766492	48.5898	2.92066	4	3	388.585	398
Sertad4	chr1	188541132	188584670	0.766492	47.647	5.85644	4	6	388.585	398
Gm15867	chr1	188541132	188584670	0.766492	47.647	5.85644	4	6	388.585	398
Gm2367	chr1	188585170	188730190	0.766492	47.497	1.94062	4	2	388.585	398
Syt14	chr1	188587832	188735057	0.766492	45.6222	5.82048	4	6	388.585	398
MGP_FVBNJ_G0009320	chr1	188587832	188735057	0.766492	45.6222	5.82048	4	6	388.585	398
Gm31406	chr1	188735557	188747015	0.766492	44.0571	1.96208	4	2	388.585	398
Utp25	chr1	188781686	188845216	0.766492	44.7252	9.7849	4	10	388.585	398
Irf6	chr1	188845716	188868887	0.766492	47.1347	5.89451	4	6	388.585	398
A130010J15Rik	chr1	188845716	188877403	0.766492	45.0086	15.7034	4	16	388.585	398
Traf3ip3	chr1	188860634	188919592	0.766492	44.94	23.526	4	24	388.585	398
Gm15872	chr1	188868041	188894210	0.766492	45.1753	9.87582	4	10	388.585	398
4930570N18Rik	chr1	188895743	188933454	0.766492	46.1456	9.91127	4	10	388.585	398
Lamb3	chr1	188895743	189043784	0.766492	46.0413	24.5258	4	25	388.585	398
Hsd11b1	chr1	188895743	188966411	0.766492	46.0048	14.8022	4	15	388.585	398
Gm38118	chr1	188900426	188966411	0.766492	45.8423	12.8462	4	13	388.585	398
G0s2	chr1	188900426	188977184	0.766492	45.8845	14.7856	4	15	388.585	398
Gm37691	chr1	188900426	188987515	0.766492	45.7739	16.7067	4	17	388.585	398
Gm37650	chr1	188900426	188998983	0.766492	45.635	17.6935	4	18	388.585	398
Camk1g	chr1	189044284	189065396	0.766492	47.2711	4.88783	4	5	388.585	398
Gm37942	chr1	189044284	189065396	0.766492	47.2711	4.88783	4	5	388.585	398
Camk1g	chr1	189044284	189068175	-0.526411	47.0202	2.97879	1	3	33.1403	31
Gm37942	chr1	189044284	189068175	-0.526411	47.0202	2.97879	1	3	33.1403	31
Gm38022	chr1	189172647	189193753	-0.526411	18.3064	1.91334	1	2	33.1403	31
Gm38322	chr1	189194253	189207252	-0.526411	17.3789	1.96305	1	2	33.1403	31
Mir205hg	chr1	189207752	189381898	-0.526411	20.7132	2.84483	1	3	33.1403	31
Mir205	chr1	189207752	189381898	-0.526411	20.7132	2.84483	1	3	33.1403	31
Gm21362	chr1	189555751	189769889	-0.526411	17.0176	1.96664	1	2	33.1403	31
4930503O07Rik	chr1	189898916	190065121	-0.526411	16.3353	1.98759	1	2	33.1403	31
Plxna2	chr1	190307164	190507916	-0.526411	17.0278	13.6905	1	14	33.1403	31
Gm37783	chr1	190308751	190357500	-0.526411	16.7885	3.95305	1	4	33.1403	31
Gm37674	chr1	190308751	190368806	-0.526411	17.2517	5.91318	1	6	33.1403	31
Gm38036	chr1	190308751	190420776	-0.526411	17.2379	6.90436	1	7	33.1403	31
2900035J10Rik	chr1	190308751	190452009	-0.526411	17.1127	8.84851	1	9	33.1403	31
Gm19777	chr1	190507558	190510054	-0.526411	18.4327	1.77684	1	2	33.1403	31
Mir3962	chr1	190509990	190510054	-0.526411	20.25	0.841174	1	1	33.1403	31
MGP_FVBNJ_G0009321	chr1	190547342	190646769	1.2988	62.3463	1.89845	5	2	50.2158	53
Cd34	chr1	190623260	190706724	1.2988	67.1212	6.93402	5	7	50.2158	53
Gm16897	chr1	190623260	190681037	1.2988	67.8275	8.91618	5	9	50.2158	53
A330023F24Rik	chr1	190641251	190755551	1.2988	63.5295	13.275	5	14	50.2158	53
Gm32250	chr1	190661798	190698291	1.2988	69.7755	4.92597	5	5	50.2158	53
Gm37334	chr1	190661798	190698291	1.2988	69.7755	4.92597	5	5	50.2158	53
9630010A21Rik	chr1	190661798	190722101	1.2988	67.9024	6.89822	5	7	50.2158	53
Gm37027	chr1	190661798	190723076	1.2988	68.4034	8.82294	5	9	50.2158	53
Cd46	chr1	190702422	190782005	1.2988	58.0634	11.0022	5	12	50.2158	53
Mir29b-2	chr1	190709293	190722806	1.2988	58.3341	3.72737	5	4	50.2158	53
Mir29c	chr1	190709293	190755551	1.2988	54.1824	4.44785	5	5	50.2158	53
Gm37366	chr1	190721997	190766664	1.2988	51.6616	7.29866	5	8	50.2158	53
Gm37132	chr1	190721997	190782005	1.2988	53.9777	8.08654	5	9	50.2158	53
Cr1l	chr1	190782505	190863083	1.2988	64.906	10.679	5	11	50.2158	53
Cr2	chr1	190822076	190899377	1.2988	68.5031	10.9683	5	12	50.2158	53
Gm37887	chr1	190899877	190922787	1.2988	57.1448	1.96668	5	2	50.2158	53
MGP_FVBNJ_G0009322	chr1	190923287	190982166	1.2988	58.8531	1.83351	5	2	50.2158	53
Gm13194	chr2	1881179	1898601	-0.324305	20.8202	1.74855	1	2	2.67601	3
Gm13193	chr2	1899101	1899326	-0.324305	22.0889	0.927465	1	1	2.67601	3
Gm13770	chr2	87845254	87875915	0.480323	36.6922	1.94061	3	2	11.7644	12
Ckap5	chr2	87848642	87945159	0.480323	34.4235	10.8176	3	11	11.7644	12
Snord67	chr2	87859393	87945159	0.480323	34.3911	9.82375	3	10	11.7644	12
Stard9	chr2	116673559	116879086	-0.458679	19.5481	19.5951	1	20	310.816	320
MGP_FVBNJ_G0036428	chr2	116673559	116724218	-0.458679	19.7219	4.89576	1	5	310.816	320
Cdan1	chr2	116744523	116895287	-0.458679	19.1288	18.6917	1	19	310.816	320
Ttbk2	chr2	116760351	116895287	-0.458679	18.7779	13.7574	1	14	310.816	320
AV039307	chr2	116879384	116918501	-0.458679	18.5265	5.89449	1	6	310.816	320
Ubr1	chr2	116879384	117036999	-0.458679	18.6175	12.7587	1	13	310.816	320
Tmem62	chr2	117006281	117044272	-0.458679	19.1444	8.55035	1	9	310.816	320
MGP_FVBNJ_G0008518	chr2	117006281	117019548	-0.458679	20.1074	4.65355	1	5	310.816	320
MGP_FVBNJ_G0038785	chr2	117006281	117044272	-0.458679	19.1444	8.55035	1	9	310.816	320
Ccndbp1	chr2	117037576	117068049	-0.458679	17.9085	7.82122	1	8	310.816	320
Epb42	chr2	117048471	117115033	-0.458679	19.3769	7.84269	1	8	310.816	320
Tgm5	chr2	117076773	117138558	-0.458679	19.7048	4.86937	1	5	310.816	320
Gm14213	chr2	117076773	117103585	-0.458679	20.1741	2.90292	1	3	310.816	320
Tgm7	chr2	117122591	117156572	-0.458679	19.7834	1.97175	1	2	310.816	320
Lcmt2	chr2	117157072	117184855	-0.458679	19.4061	9.73599	1	10	310.816	320
Gm23858	chr2	117157072	117169814	-0.458679	19.6162	2.86031	1	3	310.816	320
Adal	chr2	117166758	117199095	-0.458679	19.2756	9.80047	1	10	310.816	320
Zscan29	chr2	117189763	117228061	-0.458679	20.0423	4.90117	1	5	310.816	320
Tubgcp4	chr2	117189763	117234198	-0.458679	19.8651	20.6841	1	21	310.816	320
Trp53bp1	chr2	117200138	117317089	-0.458679	20.0411	32.3295	1	33	310.816	320
Map1a	chr2	117317589	117379995	-0.458679	20.2169	8.85971	1	9	310.816	320
Gm14978	chr2	117317589	117380027	-0.458679	19.8998	5.87393	1	6	310.816	320
Ppip5k1	chr2	117317589	117389219	-0.458679	20.4245	23.6859	1	24	310.816	320
Ckmt1	chr2	117386888	117405113	-0.458679	19.0177	11.7407	1	12	310.816	320
Strc	chr2	117386950	117447401	-0.458679	18.3337	14.3475	1	15	310.816	320
Catsper2	chr2	117423007	117458657	-0.458679	18.307	8.22691	1	9	310.816	320
Gm14001	chr2	117423007	117439384	-0.458679	17.7492	5.27962	1	6	310.816	320
Gm14000	chr2	117423007	117446087	-0.458679	18.011	6.24524	1	7	310.816	320
Pdia3	chr2	117424733	117480690	-0.458679	18.139	10.1621	1	11	310.816	320
Ell3	chr2	117475113	117489694	-0.458679	20.0598	4.86601	1	5	310.816	320
Serinc4	chr2	117475113	117494979	-0.458679	21.0845	18.4356	1	19	310.816	320
Serf2	chr2	117475162	117524836	-0.458679	21.3648	19.2785	1	20	310.816	320
Gm22953	chr2	117475162	117493003	-0.458679	22.3487	9.6366	1	10	310.816	320
Hypk	chr2	117475162	117524836	-0.458679	21.3648	19.2785	1	20	310.816	320
Mfap1b	chr2	117510492	117532625	-0.458679	24.0459	2.64818	1	3	310.816	320
Mfap1a	chr2	117510492	117532625	-0.458679	24.0459	2.64818	1	3	310.816	320
Gm14017	chr2	117532239	117545241	-0.458679	18.7336	1.93014	1	2	310.816	320
Gm14018	chr2	117536515	117600939	-0.458679	17.2766	1.97547	1	2	310.816	320
Wdr76	chr2	117561833	117872671	-0.458679	16.8842	5.93277	1	6	310.816	320
Frmd5	chr2	117603039	117929957	-0.458679	18.1603	16.847	1	17	310.816	320
Gm14021	chr2	117603039	117783310	-0.458679	18.3594	14.8869	1	15	310.816	320
Gm14020	chr2	117603039	117929957	-0.458679	18.1603	16.847	1	17	310.816	320
Gm14019	chr2	117930457	118001411	-0.458679	18.6353	1.95037	1	2	310.816	320
Golm2	chr2	117931647	118014602	-0.458679	19.5296	8.84582	1	9	310.816	320
MGP_FVBNJ_G0036429	chr2	117931647	117999014	-0.458679	19.5043	7.87969	1	8	310.816	320
Ctdspl2	chr2	118015102	118088589	-0.458679	18.2989	9.92827	1	10	310.816	320
Eif3j1	chr2	118089089	118150931	-0.458679	19.2458	6.90554	1	7	310.816	320
Eif3j2	chr2	118089089	118116007	-0.458679	19.2903	5.91317	1	6	310.816	320
MGP_FVBNJ_G0008520	chr2	118089089	118112792	-0.458679	18.9798	3.9408	1	4	310.816	320
Spg11	chr2	118089089	118247916	-0.458679	19.8659	9.8545	1	10	310.816	320
Gm3650	chr2	118089089	118150931	-0.458679	19.2458	6.90554	1	7	310.816	320
