gene	chromosome	start	end	log2	depth	weight	cn	probes	segment_weight	segment_probes
Gm38382	chr1	16347788	16515544	0.272401	27.0913	1.9229	3	2	598.595	629
Pkhd1	chr1	16765163	17305862	0.272401	24.4108	12.271	3	13	598.595	629
Gm37315	chr1	16765163	16902997	0.272401	23.5642	2.88859	3	3	598.595	629
4930486I03Rik	chr1	16765163	17123697	0.272401	24.6566	6.83727	3	7	598.595	629
Gm15795	chr1	16765163	17125278	0.272401	24.3647	8.34117	3	9	598.595	629
Gm24162	chr1	16765163	17254995	0.272401	24.3903	9.32788	3	10	598.595	629
Mir206	chr1	17344881	17348744	0.272401	24.4263	2.68288	3	3	598.595	629
MGP_FVBNJ_G0004722	chr1	17344881	17394168	0.272401	23.5462	3.60544	3	4	598.595	629
Mir133b	chr1	17344894	17394168	0.272401	22.5338	2.78306	3	3	598.595	629
Il17a	chr1	17394668	17440579	0.272401	28.1873	1.96484	3	2	598.595	629
Il17f	chr1	17441079	17465849	0.272401	27.6728	3.92143	3	4	598.595	629
Mcm3	chr1	17466349	17484366	0.272401	28.6152	5.80357	3	6	598.595	629
Gm20587	chr1	17484866	17499713	0.272401	27.0864	1.93777	3	2	598.595	629
Gm28065	chr1	17500213	17506764	0.272401	27.0138	1.82673	3	2	598.595	629
Gm24723	chr1	17506632	17552691	0.272401	29.9891	1.87412	3	2	598.595	629
6720483E21Rik	chr1	17553191	17604181	0.272401	30.5007	1.96217	3	2	598.595	629
Paqr8	chr1	17555153	17611324	0.272401	27.9256	5.79129	3	6	598.595	629
Gm24171	chr1	17555153	17603584	0.272401	29.7017	2.86758	3	3	598.595	629
Gm28064	chr1	17610123	17619931	0.272401	25.7626	1.92999	3	2	598.595	629
Efhc1	chr1	17616025	17744805	0.272401	31.1165	2.96096	3	3	598.595	629
Tram2	chr1	17660559	17745134	0.272401	32.7844	2.93548	3	3	598.595	629
Gm28287	chr1	17745634	17779731	0.272401	28.5277	1.95423	3	2	598.595	629
Gm2693	chr1	17843354	17889448	0.272401	29.581	1.97185	3	2	598.595	629
Tmem14a	chr1	17889948	17911734	0.272401	25.5777	1.86786	3	2	598.595	629
Gm38224	chr1	17909637	17940554	0.272401	29.956	1.96092	3	2	598.595	629
Gsta3	chr1	17915501	17949123	0.272401	29.5871	5.87253	3	6	598.595	629
Gm28836	chr1	17915501	17949123	0.272401	29.5871	5.87253	3	6	598.595	629
Gm7094	chr1	17949623	17968479	0.272401	23.3117	1.82529	3	2	598.595	629
Gm4956	chr1	17968979	17996612	0.272401	28.4199	3.90765	3	4	598.595	629
Gm21909	chr1	17997112	18040378	0.272401	25.5858	1.83731	3	2	598.595	629
Gm16329	chr1	18040878	18055899	0.272401	27.2021	1.26643	3	2	598.595	629
Gm2709	chr1	18084959	18091909	0.272401	35.3797	1.29873	3	2	598.595	629
Gm16327	chr1	18091681	18098482	0.272401	41.9734	1.29189	3	2	598.595	629
Khdc1b	chr1	18095665	18103205	0.272401	34.8489	1.83352	3	2	598.595	629
Gm16328	chr1	18103009	18681759	0.272401	28.372	1.90342	3	2	598.595	629
Kcnq5	chr1	18110441	18744060	0.272401	24.9135	13.6517	3	14	598.595	629
Gm36949	chr1	18110441	18681843	0.272401	25.9009	4.95589	3	5	598.595	629
Gm7658	chr1	18110441	18294916	0.272401	24.7922	8.7566	3	9	598.595	629
Gm6321	chr1	18110441	18294916	0.272401	24.7922	8.7566	3	9	598.595	629
Gm38243	chr1	18110441	18679529	0.272401	24.9942	11.7044	3	12	598.595	629
MGP_FVBNJ_G0004725	chr1	18110441	18744060	0.272401	24.9135	13.6517	3	14	598.595	629
Gm5696	chr1	18744560	18768584	0.272401	27.164	1.92929	3	2	598.595	629
Gm28239	chr1	18933889	18982052	0.272401	27.5318	1.89709	3	2	598.595	629
Rims1	chr1	18982552	19545119	0.272401	25.5723	6.89768	3	7	598.595	629
Gm26866	chr1	18982552	19545119	0.272401	25.5723	6.89768	3	7	598.595	629
Gm7761	chr1	19663060	19728339	0.272401	25.8835	1.95136	3	2	598.595	629
Gm29506	chr1	19728839	19925797	0.272401	30.0452	2.9429	3	3	598.595	629
Ppp1r14bl	chr1	19728839	19925797	0.272401	30.0452	2.9429	3	3	598.595	629
Gm24176	chr1	19926297	19937498	0.272401	33.9895	1.73853	3	2	598.595	629
Gm6420	chr1	19936775	19952843	0.272401	31.2722	1.89804	3	2	598.595	629
Mir30a	chr1	19953343	19972373	0.272401	23.4375	1.82068	3	2	598.595	629
Gm27028	chr1	19972873	20013631	0.272401	25.3796	2.70317	3	3	598.595	629
Mir30c-2	chr1	19972873	20013631	0.272401	25.3796	2.70317	3	3	598.595	629
Gm20954	chr1	20014131	20036366	0.272401	27.4888	1.90426	3	2	598.595	629
Ogfrl1	chr1	20036866	20147702	0.272401	30.0518	4.93636	3	5	598.595	629
Gm7784	chr1	20148202	20238854	0.272401	26.3529	1.9466	3	2	598.595	629
Gm28822	chr1	20239354	20327374	0.272401	25.5783	1.96014	3	2	598.595	629
B3gat2	chr1	20420362	20569394	0.272401	26.5284	3.96804	3	4	598.595	629
Smap1	chr1	20420986	20641203	0.272401	28.4729	8.89524	3	9	598.595	629
Sdhaf4	chr1	20641703	20672526	0.272401	31.1173	4.80696	3	5	598.595	629
Gm26524	chr1	20641703	20672526	0.272401	31.1173	4.80696	3	5	598.595	629
Fam135a	chr1	20656846	20749657	0.272401	26.4404	9.8321	3	10	598.595	629
Gm37580	chr1	20746851	20770971	0.272401	28.1545	1.9593	3	2	598.595	629
Gm26607	chr1	20771471	20822795	0.272401	29.859	1.91412	3	2	598.595	629
Col9a1	chr1	20823295	20906040	0.272401	29.9374	4.93101	3	5	598.595	629
Col19a1	chr1	20906540	21304068	0.272401	27.7558	4.85175	3	5	598.595	629
Gm26418	chr1	20908645	21304068	0.272401	27.6589	3.85692	3	4	598.595	629
Lmbrd1	chr1	21304568	21423863	0.272401	26.9307	5.9441	3	6	598.595	629
Gm14776	chr1	21494909	21530503	0.272401	17.6858	1.91311	3	2	598.595	629
Gm28594	chr1	21531003	21584137	0.272401	23.3651	1.91202	3	2	598.595	629
Gm28237	chr1	21584637	21633073	0.272401	25.5215	2.89787	3	3	598.595	629
Gm9443	chr1	21633573	21644740	0.272401	22.7077	1.81027	3	2	598.595	629
Gm29414	chr1	21645240	21687127	0.272401	25.9826	1.91994	3	2	598.595	629
