gene	chromosome	start	end	log2	depth	weight	cn	probes	segment_weight	segment_probes
Mir181a-1hg	chr1	134049977	134124326	0.218774	30.7276	15.568	3	16	126.05	129
Mir181b-1	chr1	134049977	134124326	0.218774	30.7276	15.568	3	16	126.05	129
Gm37632	chr1	134049977	134138379	0.218774	30.1197	16.4557	3	17	126.05	129
MGP_FVBNJ_G0036281	chr1	134049977	134200668	0.218774	30.1393	18.3885	3	19	126.05	129
Ptprc	chr1	134214882	134338533	0.218774	31.6745	14.8244	3	15	126.05	129
A130071D04Rik	chr1	134215428	134329145	0.218774	31.4738	11.9052	3	12	126.05	129
Tent2-ps2	chr1	134338049	134346099	0.218774	28.5915	1.8642	3	2	126.05	129
Gm28556	chr1	134344143	134416833	0.218774	26.067	1.91592	3	2	126.05	129
1700113B19Rik	chr1	134417333	134428548	0.218774	31.6391	1.90622	3	2	126.05	129
Atp6v1g3	chr1	134429048	134526135	0.218774	30.4516	1.98379	3	2	126.05	129
Gm28500	chr1	134526635	134633182	0.218774	30.5383	1.94375	3	2	126.05	129
Nek7	chr1	134633682	134784513	0.218774	31.0425	6.95124	3	7	126.05	129
Gm28501	chr1	134633682	134699409	0.218774	31.7235	3.97677	3	4	126.05	129
Gm37080	chr1	134633682	134713371	0.218774	30.8618	4.96775	3	5	126.05	129
Gm37101	chr1	134660632	134784513	0.218774	31.1272	5.95357	3	6	126.05	129
Gm5833	chr1	134785013	134834191	0.218774	28.833	2.91372	3	3	126.05	129
Gm8790	chr1	134833869	134958135	0.218774	29.3637	1.92833	3	2	126.05	129
Lhx9	chr1	134958635	134989965	0.218774	30.1008	7.92691	3	8	126.05	129
2310009B15Rik	chr1	134985097	135010666	0.218774	27.9696	4.87751	3	5	126.05	129
Gm42627	chr1	134985097	135010666	0.218774	27.9696	4.87751	3	5	126.05	129
1700019P21Rik	chr1	135010006	135012102	0.218774	29.7889	1.86517	3	2	126.05	129
MGP_FVBNJ_G0036282	chr1	135011986	135048397	0.218774	28.6725	1.89343	3	2	126.05	129
Gm3933	chr1	135048897	135089843	0.218774	34.8856	1.96018	3	2	126.05	129
Gm37045	chr1	135090343	135191624	0.218774	30.1013	1.98439	3	2	126.05	129
Dennd1b	chr1	135093261	135319689	0.218774	31.6949	22.6577	3	23	126.05	129
Gm37423	chr1	135093261	135109085	0.218774	31.3252	6.963	3	7	126.05	129
4930596I21Rik	chr1	135093261	135112982	0.218774	31.9949	7.9301	3	8	126.05	129
Gm18553	chr1	135093261	135120291	0.218774	31.6137	8.86324	3	9	126.05	129
Gm16305	chr1	135093261	135157920	0.218774	31.4547	9.85206	3	10	126.05	129
Gm37470	chr1	135093261	135181826	0.218774	31.6745	11.8044	3	12	126.05	129
Gm43544	chr1	135093535	135214609	0.218774	31.7632	14.7475	3	15	126.05	129
Gm37655	chr1	135093535	135298737	0.218774	31.6448	16.7407	3	17	126.05	129
Gm16304	chr1	135093535	135277501	0.218774	31.7006	19.7	3	20	126.05	129
Gm37718	chr1	135093535	135319689	0.218774	31.72	21.66	3	22	126.05	129
Crb1	chr1	135320189	135508128	0.218774	28.4232	8.9535	3	9	126.05	129
4933436E23Rik	chr1	135508628	135543054	0.218774	30.9421	1.98417	3	2	126.05	129
Gm34816	chr1	135537312	135571061	0.218774	32.4221	1.98012	3	2	126.05	129
Zbtb41	chr1	135551490	135623278	0.218774	32.1433	3.95735	3	4	126.05	129
Aspm	chr1	135583975	135630349	0.218774	31.624	6.91869	3	7	126.05	129
F13b	chr1	135630849	135658616	0.218774	28.0551	2.96192	3	3	126.05	129
Odr4	chr1	146301844	146359132	0.287305	32.0334	1.9764	3	2	33.3188	33
Tpr	chr1	146301844	146374646	0.287305	31.9102	17.6729	3	18	33.3188	33
Prg4	chr1	146301844	146458375	0.287305	32.2862	19.4253	3	20	33.3188	33
Ska2l-ps	chr1	146458875	146471573	0.287305	35.0295	1.92383	3	2	33.3188	33
Hmcn1	chr1	146472073	146784040	0.287305	34.6601	9.10908	3	10	33.3188	33
Gm20631	chr1	146472073	146784040	0.287305	34.6601	9.10908	3	10	33.3188	33
Gm29188	chr1	146915699	146977691	0.287305	33.6078	1.92227	3	2	33.3188	33
MGP_FVBNJ_G0036956	chr1	146978191	146978298	0.287305	32.9533	0.938312	3	1	33.3188	33
2810414N06Rik	chr1	147675936	147744075	0.210052	32.0926	1.97835	3	2	102.982	104
Edem3	chr1	147682359	147776885	0.210052	32.8417	3.96374	3	4	102.982	104
1700025G04Rik	chr1	147777385	148046128	0.210052	33.1348	7.87047	3	8	102.982	104
Gm25279	chr1	147777385	147794591	0.210052	33.7296	2.89152	3	3	102.982	104
Gm28610	chr1	147777385	147838237	0.210052	33.31	5.8757	3	6	102.982	104
Gm8964	chr1	148046628	148159422	0.210052	32.2139	1.95821	3	2	102.982	104
Gm38238	chr1	148217241	148299327	0.210052	31.0876	1.9508	3	2	102.982	104
Tsen15	chr1	148299827	148328606	0.210052	33.7737	7.86901	3	8	102.982	104
Colgalt2	chr1	148329106	148439456	0.210052	33.1542	3.95819	3	4	102.982	104
Btf3-ps14	chr1	148329106	148439456	0.210052	33.1542	3.95819	3	4	102.982	104
Rgl1	chr1	148439956	148703830	0.210052	31.5825	11.8989	3	12	102.982	104
Gm15479	chr1	148439956	148659116	0.210052	31.4847	8.93571	3	9	102.982	104
Gm28792	chr1	148439956	148703830	0.210052	31.5825	11.8989	3	12	102.982	104
Apobec4	chr1	148439956	148703830	0.210052	31.5825	11.8989	3	12	102.982	104
Arpc5	chr1	148694758	148728462	0.210052	31.8428	2.96031	3	3	102.982	104
Ncf2	chr1	148728962	148767126	0.210052	31.4268	6.90605	3	7	102.982	104
Smg7	chr1	148767626	148866507	0.210052	32.9263	8.86558	3	9	102.982	104
Gm28791	chr1	148767626	148866507	0.210052	32.9263	8.86558	3	9	102.982	104
1700040K01Rik	chr1	148867007	148878683	0.210052	29.7959	1.93318	3	2	102.982	104
Gm8976	chr1	148879183	149050546	0.210052	30.4655	1.97037	3	2	102.982	104
Nmnat2	chr1	148884790	149053640	0.210052	30.9388	7.93096	3	8	102.982	104
Lamc2	chr1	149054140	149153481	0.210052	32.4948	7.84369	3	8	102.982	104
Lamc1	chr1	149153981	149353910	0.210052	33.2155	7.88565	3	8	102.982	104
Gm38009	chr1	149153981	149353910	0.210052	33.1372	6.89197	3	7	102.982	104
Shcbp1l	chr1	149354410	149388087	0.210052	30.9819	5.76095	3	6	102.982	104
Gm25588	chr1	149354410	149373499	0.210052	33.3165	3.90733	3	4	102.982	104
Gm37669	chr1	149354410	149378176	0.210052	32.9932	4.8967	3	5	102.982	104
Dhx9	chr1	149388587	149433778	0.210052	30.6136	9.90572	3	10	102.982	104
Npl	chr1	149434278	149479933	0.210052	37.7415	1.5736	3	2	102.982	104
MGP_FVBNJ_G0036286	chr1	157426882	157592858	0.208119	31.9266	1.93761	3	2	118.437	121
Gm37638	chr1	157593358	157623544	0.208119	31.6017	1.95541	3	2	118.437	121
Gm5049	chr1	157624044	157658274	0.208119	32.4469	1.96538	3	2	118.437	121
Fasl	chr1	157658774	157692217	0.208119	33.5871	2.9533	3	3	118.437	121
Suco	chr1	157692717	157768541	0.208119	32.4622	8.69914	3	9	118.437	121
Gm7496	chr1	157692717	157705854	0.208119	33.5619	3.78537	3	4	118.437	121
Gm31925	chr1	157769041	157813849	0.208119	31.4344	2.94491	3	3	118.437	121
4930558K02Rik	chr1	157814349	157854468	0.208119	31.9367	8.88695	3	9	118.437	121
Pigc	chr1	157814349	157854468	0.208119	31.9367	8.88695	3	9	118.437	121
Gm38304	chr1	157814349	158092265	0.208119	31.5692	19.7846	3	20	118.437	121
Dnm3	chr1	157841795	158364647	0.208119	30.8061	30.1459	3	31	118.437	121
2810442N19Rik	chr1	157841795	158092265	0.208119	31.4589	15.8276	3	16	118.437	121
Dnm3os	chr1	157854968	158140673	0.208119	31.6552	16.5611	3	17	118.437	121
Mir199a-2	chr1	157854968	158098617	0.208119	31.6756	15.5668	3	16	118.437	121
Mir214	chr1	157854968	158140673	0.208119	31.6552	16.5611	3	17	118.437	121
Gm16101	chr1	157859795	158350082	0.208119	31.3988	18.4848	3	19	118.437	121
Gm10176	chr1	157859795	158364647	0.208119	30.5031	23.2302	3	24	118.437	121
Eef1aknmt	chr1	158407329	158445199	0.208119	32.4348	8.90579	3	9	118.437	121
Vamp4	chr1	158445699	158502965	0.208119	32.5793	5.95669	3	6	118.437	121
Gm5705	chr1	158503465	158525001	0.208119	30.7617	1.9661	3	2	118.437	121
Myoc	chr1	158514518	158546396	0.208119	33.7835	4.65084	3	5	118.437	121
Myocos	chr1	158514518	158546396	0.208119	33.7835	4.65084	3	5	118.437	121
Prrc2c	chr1	158546896	158632325	0.208119	31.3383	16.7585	3	17	118.437	121
Gm27616	chr1	158546896	158564032	0.208119	31.5363	7.86735	3	8	118.437	121
Fmo4	chr1	158670311	158735372	0.208119	29.2209	6.93026	3	7	118.437	121
Fmo1	chr1	158704400	158742564	0.208119	29.4596	7.85013	3	8	118.437	121
Fmo2	chr1	158743064	158785108	0.208119	31.0588	7.88731	3	8	118.437	121
Fmo6	chr1	158785608	158820715	0.208119	30.0543	2.96646	3	3	118.437	121
Mia3	chr1	179130954	179176366	0.747488	45.0521	7.82522	4	8	108.337	109
Gm37339	chr1	179175974	179193130	0.747488	50.5023	1.93348	4	2	108.337	109
Taf1a	chr1	179193630	179218309	0.747488	49.3219	4.9216	4	5	108.337	109
Gm37986	chr1	179217926	179222277	0.747488	51.6753	1.90288	4	2	108.337	109
Hhipl2	chr1	179221663	179312352	0.747488	48.6073	5.89389	4	6	108.337	109
MGP_FVBNJ_G0036651	chr1	179221909	179312352	0.747488	48.8021	4.94575	4	5	108.337	109
Gm33973	chr1	179312852	179421951	0.747488	46.4675	1.96659	4	2	108.337	109
Gm8214	chr1	179422451	179490285	0.747488	44.2372	1.95441	4	2	108.337	109
Gm34068	chr1	179490785	179659299	0.747488	47.6976	1.99332	4	2	108.337	109
Gm38332	chr1	179659799	179670886	0.747488	46.2116	1.8896	4	2	108.337	109
Gm38108	chr1	179670060	179756114	0.747488	48.8279	1.93886	4	2	108.337	109
Dusp10	chr1	179756614	179960454	0.747488	48.6646	4.93909	4	5	108.337	109
1700056E22Rik	chr1	179756614	179823869	0.747488	49.0189	3.94301	4	4	108.337	109
Gm37223	chr1	180097040	180182441	0.747488	42.1047	7.86719	4	8	108.337	109
Gm37712	chr1	180097040	180134712	0.747488	41.7851	6.87267	4	7	108.337	109
2900092O11Rik	chr1	180182941	180267108	0.747488	44.2804	1.91897	4	2	108.337	109
1700112H15Rik	chr1	180267608	180319047	0.747488	45.1816	1.98264	4	2	108.337	109
Gm23349	chr1	180319547	180346910	0.747488	44.9396	1.77825	4	2	108.337	109
Gm37800	chr1	180347410	180370803	0.747488	48.5127	3.83792	4	4	108.337	109
Rpl21-ps1	chr1	180347410	180370803	0.747488	48.5127	3.83792	4	4	108.337	109
4930488B22Rik	chr1	180450389	180470423	0.747488	44.9173	1.96473	4	2	108.337	109
Hlx	chr1	180465014	180477829	0.747488	41.6527	2.89031	4	3	108.337	109
Gm34342	chr1	180475051	180524953	0.747488	39.8062	1.9325	4	2	108.337	109
Mtarc1	chr1	180525453	180583478	0.747488	46.6022	2.98464	4	3	108.337	109
Mtarc2	chr1	180551440	180595399	0.747488	49.968	11.6875	4	12	108.337	109
Mir1981	chr1	180551440	180583168	0.747488	50.3937	9.7013	4	10	108.337	109
MGP_FVBNJ_G0009317	chr1	180595899	180610005	0.747488	44.0281	1.94131	4	2	108.337	109
C130074G19Rik	chr1	180610505	180635017	0.747488	48.1197	1.98483	4	2	108.337	109
Mark1	chr1	180635517	180819568	0.747488	53.9402	3.71461	4	4	108.337	109
Gm38251	chr1	180635517	180819568	0.747488	53.9402	3.71461	4	4	108.337	109
4930433J02Rik	chr1	180820068	180833526	0.747488	50.7198	1.98154	4	2	108.337	109
Gm37662	chr1	180825977	180932742	0.747488	49.3876	1.98483	4	2	108.337	109
Rab3gap2	chr1	180933242	181060544	0.747488	47.7805	13.692	4	14	108.337	109
MGP_FVBNJ_G0038221	chr1	180933242	180976695	0.747488	48.987	6.77355	4	7	108.337	109
Mir664	chr1	180933242	180976695	0.747488	48.987	6.77355	4	7	108.337	109
Gm34882	chr1	180933242	180992178	0.747488	48.9721	7.76117	4	8	108.337	109
Iars2	chr1	180933242	181063016	0.747488	47.6585	18.4938	4	19	108.337	109
2010103J01Rik	chr1	181017327	181060544	0.747488	47.1436	7.79102	4	8	108.337	109
Mir194-1	chr1	181017327	181044833	0.747488	47.1794	6.79805	4	7	108.337	109
Mir215	chr1	181017327	181060544	0.747488	47.1436	7.79102	4	8	108.337	109
Gm37785	chr1	181060598	181093263	0.747488	47.7449	1.9793	4	2	108.337	109
Bpnt1	chr1	181063307	181094517	0.747488	46.1687	5.94278	4	6	108.337	109
4930532G15Rik	chr1	181095017	181100578	0.747488	49.5727	0.986956	4	1	108.337	109
Eprs	chr1	181100753	181165776	0.821187	50.1804	11.9109	4	12	433.157	444
9630028B13Rik	chr1	181166276	181192208	0.821187	49.6059	1.98702	4	2	433.157	444
Gm2061	chr1	181183758	181223565	0.821187	49.7336	2.98065	4	3	433.157	444
Slc30a10	chr1	181183758	181223565	0.821187	49.7336	2.98065	4	3	433.157	444
5033404E19Rik	chr1	181224065	181432157	0.821187	52.2388	2.94984	4	3	433.157	444
Gm38093	chr1	181474488	181651505	0.821187	53.775	1.98143	4	2	433.157	444
Lyplal1	chr1	181815785	181844148	0.821187	47.3054	3.93332	4	4	433.157	444
Gm38268	chr1	181815785	181844148	0.821187	47.3054	3.93332	4	4	433.157	444
MGP_FVBNJ_G0036289	chr1	181844648	181898479	0.821187	44.549	1.61478	4	2	433.157	444
Gm37134	chr1	181898979	182075621	0.821187	46.6048	2.93979	4	3	433.157	444
Gm37272	chr1	181898979	182075621	0.821187	46.6048	2.93979	4	3	433.157	444
Gm37491	chr1	182076121	182237913	0.821187	45.8417	1.97321	4	2	433.157	444
A730004F24Rik	chr1	182238413	182318000	0.821187	58.3052	2.78405	4	3	433.157	444
Tgfb2	chr1	182352466	182445381	0.821187	49.5076	9.8273	4	10	433.157	444
Gm26169	chr1	182352466	182420535	0.821187	49.4723	6.891	4	7	433.157	444
Gm29491	chr1	182352466	182445381	0.821187	49.5076	9.8273	4	10	433.157	444
Gm37849	chr1	182443502	182472281	0.821187	53.4142	1.9789	4	2	433.157	444
Rrp15	chr1	182453227	182475837	0.821187	49.8965	2.97752	4	3	433.157	444
A430105J06Rik	chr1	182472318	182645607	0.821187	47.7711	1.98209	4	2	433.157	444
1700023G09Rik	chr1	182646107	182683202	0.821187	48.4577	2.96882	4	3	433.157	444
Gm37912	chr1	182683702	182725521	0.821187	48.6193	2.94302	4	3	433.157	444
D1Pas1	chr1	182683702	182725521	0.821187	48.6193	2.94302	4	3	433.157	444
Gm19058	chr1	182726021	182764132	0.821187	50.0709	1.95721	4	2	433.157	444
Spata17	chr1	182764632	182943401	0.821187	49.4351	15.8011	4	16	433.157	444
Gm15508	chr1	182764632	182796101	0.821187	52.8411	3.93138	4	4	433.157	444
Gm43497	chr1	182764632	182803058	0.821187	52.2539	4.91365	4	5	433.157	444
Gm43496	chr1	182764632	182823717	0.821187	51.9597	5.89371	4	6	433.157	444
Gm15509	chr1	182764632	182839512	0.821187	50.118	9.85147	4	10	433.157	444
1700007P06Rik	chr1	182764632	182855105	0.821187	49.7734	10.8441	4	11	433.157	444
Gpatch2	chr1	182922779	183105895	0.821187	46.418	11.8057	4	12	433.157	444
Gm37254	chr1	182922782	183052864	0.821187	47.8786	8.96316	4	9	433.157	444
Gm38155	chr1	182922782	183105895	0.821187	46.425	10.8104	4	11	433.157	444
Gm37896	chr1	183160864	183332040	0.821187	45.4261	1.98184	4	2	433.157	444
Esrrg	chr1	183332540	183980651	0.821187	48.4022	13.8166	4	14	433.157	444
Gm36388	chr1	183332540	183387476	0.821187	46.9012	4.94258	4	5	433.157	444
Gm37929	chr1	183332540	183559557	0.821187	48.1276	6.87343	4	7	433.157	444
9330162B11Rik	chr1	183332540	183893863	0.821187	48.3446	11.8383	4	12	433.157	444
Gm38315	chr1	183332778	183980651	0.821187	48.5059	12.8263	4	13	433.157	444
Gm38064	chr1	183981151	184090136	0.821187	45.453	1.95861	4	2	433.157	444
Ush2a	chr1	183996998	184728123	0.821187	47.1447	8.8493	4	9	433.157	444
Gm25095	chr1	183998009	184484715	0.821187	48.082	3.91727	4	4	433.157	444
Gm25269	chr1	183998009	184403559	0.821187	47.1411	1.99647	4	2	433.157	444
Kctd3	chr1	184691234	184785240	0.821187	50.6196	10.7949	4	11	433.157	444
Gm37178	chr1	184785740	184799171	0.821187	49.7621	1.97353	4	2	433.157	444
Kcnk2	chr1	184929503	185168113	0.821187	48.2434	11.8191	4	12	433.157	444
2900042K21Rik	chr1	184929503	185066158	0.821187	46.2177	7.88634	4	8	433.157	444
A430027H14Rik	chr1	184929508	185168113	0.821187	48.3454	10.829	4	11	433.157	444
Gm38122	chr1	185364882	185414254	0.821187	52.3569	1.97451	4	2	433.157	444
Cenpf	chr1	185366138	185457894	0.821187	50.8623	8.85549	4	9	433.157	444
Gm37239	chr1	185366138	185414254	0.821187	51.5642	7.86135	4	8	433.157	444
Ptpn14	chr1	185458394	185612306	0.821187	59.3922	8.25391	4	11	433.157	444
Gm30280	chr1	185458394	185568815	0.821187	66.1194	4.30759	4	7	433.157	444
Gm26574	chr1	185458394	185584678	0.821187	63.7092	5.29861	4	8	433.157	444
Gm37422	chr1	185612806	185655830	0.821187	48.7993	4.96146	4	5	433.157	444
Smyd2	chr1	185612806	185855713	0.821187	47.8703	6.94515	4	7	433.157	444
Gm38245	chr1	185613308	185855713	0.821187	47.7604	5.95451	4	6	433.157	444
Prox1	chr1	185856213	186147327	0.821187	45.8342	5.89769	4	6	433.157	444
Gm28172	chr1	185856213	185959777	0.821187	45.3002	4.89987	4	5	433.157	444
Prox1os	chr1	185856213	186147327	0.821187	45.8342	5.89769	4	6	433.157	444
Gm29678	chr1	186147827	186189637	0.821187	45.8463	1.96381	4	2	433.157	444
Gm30725	chr1	186164371	186227524	0.821187	45.4431	1.98401	4	2	433.157	444
Gm23153	chr1	186228024	186346652	0.821187	46.7883	2.64585	4	3	433.157	444
MGP_FVBNJ_G0007632	chr1	186228024	186346652	0.821187	46.7883	2.64585	4	3	433.157	444
Gm30932	chr1	186347152	186449468	0.821187	44.1344	1.97873	4	2	433.157	444
Rps6kc1	chr1	186449968	186676017	0.821187	49.3303	10.9014	4	11	433.157	444
Angel2	chr1	186676517	186730692	0.821187	49.2749	8.93067	4	9	433.157	444
Vash2	chr1	186699204	186742497	0.821187	49.4731	3.94217	4	4	433.157	444
Gm31373	chr1	186742997	186751106	0.821187	47.7604	1.9314	4	2	433.157	444
Gm37095	chr1	186750901	186752159	0.821187	47.3018	1.91379	4	2	433.157	444
Gm8407	chr1	186751732	186762116	0.821187	50.9349	1.95695	4	2	433.157	444
Flvcr1	chr1	186756154	186793546	0.821187	50.4485	8.86982	4	9	433.157	444
A230020J21Rik	chr1	186756154	186793546	0.821187	50.3896	7.87946	4	8	433.157	444
Spata45	chr1	186787403	186812369	0.821187	49.2101	2.96011	4	3	433.157	444
Tatdn3	chr1	186796513	186824636	0.821187	48.8639	9.79789	4	10	433.157	444
Nsl1	chr1	186812448	186846818	0.821187	51.1596	4.92841	4	5	433.157	444
Gm38188	chr1	186812467	186846818	0.821187	51.4917	2.95263	4	3	433.157	444
Batf3	chr1	186847318	186883134	0.821187	44.5818	5.89942	4	6	433.157	444
Gm38161	chr1	186883634	186914380	0.821187	51.4882	1.93127	4	2	433.157	444
Fam71a	chr1	186914880	186935689	0.821187	51.6711	1.97619	4	2	433.157	444
Atf3	chr1	186922593	186976981	0.821187	51.6435	5.90276	4	6	433.157	444
MGP_FVBNJ_G0009319	chr1	186922593	186976981	0.821187	51.2932	4.90881	4	5	433.157	444
D730003I15Rik	chr1	186977481	187002225	0.821187	52.4244	2.94548	4	3	433.157	444
Gm37074	chr1	187002725	187021006	0.821187	49.3815	1.96606	4	2	433.157	444
Gm37168	chr1	187021506	187061327	0.821187	50.0164	1.9845	4	2	433.157	444
Nenf	chr1	187061827	187107014	0.821187	47.3957	1.98964	4	2	433.157	444
Pacc1	chr1	187080220	187149177	0.821187	51.0159	1.95188	4	2	433.157	444
Ppp2r5a	chr1	187108263	187160420	0.821187	55.1706	7.64272	4	8	433.157	444
Gm2272	chr1	187159838	187190514	0.821187	52.2593	1.94439	4	2	433.157	444
Gm32200	chr1	187191014	187231460	0.821187	48.4762	1.98265	4	2	433.157	444
Gm37688	chr1	187231960	187247868	0.821187	37.8411	1.89835	4	2	433.157	444
Gm37432	chr1	187248368	187291759	0.821187	44.4908	1.97114	4	2	433.157	444
9430037O13Rik	chr1	187292259	187331349	0.821187	51.6434	1.86841	4	2	433.157	444
Dtl	chr1	187293731	187380446	0.821187	51.7288	6.92615	4	7	433.157	444
Ints7	chr1	187331463	187352491	0.821187	50.1986	6.95906	4	7	433.157	444
Gm37349	chr1	187331463	187339993	0.821187	49.8068	5.97428	4	6	433.157	444
Lpgat1	chr1	187474442	187548629	0.821187	47.8355	7.55182	4	8	433.157	444
MGP_FVBNJ_G0036978	chr1	187474442	187530367	0.821187	46.9277	5.6821	4	6	433.157	444
Gm26203	chr1	187474442	187548629	0.821187	47.8355	7.55182	4	8	433.157	444
Gm20203	chr1	187549129	187578711	0.821187	54.9905	1.93122	4	2	433.157	444
Gm38037	chr1	187579211	187584709	0.821187	50.9291	3.95674	4	4	433.157	444
Nek2	chr1	187579211	187645391	0.821187	49.9583	5.93484	4	6	433.157	444
1700034H15Rik	chr1	187645891	187731693	0.821187	50.9936	8.85895	4	9	433.157	444
Slc30a1	chr1	187653844	187731693	0.821187	49.6983	4.95453	4	5	433.157	444
Rd3	chr1	187732193	187747962	0.821187	51.9201	5.90771	4	6	433.157	444
Gm26670	chr1	187732193	187747962	0.821187	51.9201	5.90771	4	6	433.157	444
Gm32460	chr1	187747730	187753474	0.821187	45.5285	1.93784	4	2	433.157	444
Traf5	chr1	187752060	187845142	0.821187	50.077	9.68967	4	10	433.157	444
Mir3473c	chr1	187752060	187766285	0.821187	49.9661	5.80161	4	6	433.157	444
Gm26879	chr1	187752285	187823512	0.821187	50.7344	9.71453	4	10	433.157	444
Rcor3	chr1	187798604	187892726	0.821187	51.1398	17.7587	4	18	433.157	444
Gm37055	chr1	187805264	187858690	0.821187	52.0801	14.7804	4	15	433.157	444
Gm10516	chr1	187805264	187892726	0.821187	51.4016	16.7659	4	17	433.157	444
Kcnh1	chr1	187893226	188467153	0.821187	48.0029	3.98284	4	4	433.157	444
Hhat	chr1	187893226	188516869	0.821187	47.8324	11.8895	4	12	433.157	444
MGP_FVBNJ_G0036980	chr1	188201393	188516869	0.821187	47.8791	9.90173	4	10	433.157	444
Gm38360	chr1	188517369	188529276	0.821187	49.3156	1.95906	4	2	433.157	444
A730013G03Rik	chr1	188529776	188539379	0.821187	50.0722	2.92495	4	3	433.157	444
1700065J18Rik	chr1	188538319	188552401	0.821187	48.4495	2.94099	4	3	433.157	444
Sertad4	chr1	188541132	188584670	0.821187	49.3544	5.88465	4	6	433.157	444
Gm15867	chr1	188541132	188584670	0.821187	49.3544	5.88465	4	6	433.157	444
Gm2367	chr1	188585170	188730190	0.821187	52.7533	1.95458	4	2	433.157	444
Syt14	chr1	188587832	188735057	0.821187	51.9109	5.84237	4	6	433.157	444
MGP_FVBNJ_G0009320	chr1	188587832	188735057	0.821187	51.9109	5.84237	4	6	433.157	444
Gm31406	chr1	188735557	188747015	0.821187	48.9628	1.97342	4	2	433.157	444
Utp25	chr1	188781686	188845216	0.821187	46.5669	9.81644	4	10	433.157	444
Irf6	chr1	188845716	188868887	0.821187	54.2196	5.91977	4	6	433.157	444
A130010J15Rik	chr1	188845716	188877403	0.821187	53.753	15.7844	4	16	433.157	444
Traf3ip3	chr1	188860634	188919592	0.821187	52.0728	23.6461	4	24	433.157	444
Gm15872	chr1	188868041	188894210	0.821187	50.7951	9.90537	4	10	433.157	444
